id,author,filename,dateexecuted,orderexecuted,exectype,md5sum,description,comments,tag,liquibase,contexts,labels,deployment_id
1.35-decision-temporal-trends-001,intelligence-operative,db-changelog-1.35.xml,2026-01-15 04:00:43.516149,403,EXECUTED,9:edc0dbf51168562761bc8fc2c7681d44,createView viewName=view_decision_temporal_trends,"Create view_decision_temporal_trends
        
        Temporal trends view for decision flow analysis from DOCUMENT_PROPOSAL_DATA,
        enabling time-series analysis of decision patterns, seasonal variations,
        and predictive forecasting ...",,5.0.1,,,8446037746
1414872417007-50,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.558744,50,EXECUTED,9:0cfe316d63aba7817bbc73a2430ff7dc,createTable tableName=person_detail_element,"",,5.0.1,,,8446037746
1414872417007-111,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.120488,111,EXECUTED,9:9bb637485c9c31166e28ee005df28382,"addPrimaryKey constraintName=indicator_element_pkey, tableName=indicator_element","",,5.0.1,,,8446037746
1414872417007-142,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.389183,142,EXECUTED,9:c25699beb6697e89e15974720c428e76,"addPrimaryKey constraintName=topics_pkey, tableName=topics","",,5.0.1,,,8446037746
1414872417007-202,pether,db-changelog-1.1.xml,2026-01-15 04:00:40.924067,202,EXECUTED,9:08fb1bac7fdd7016ab7d47d2f70ebbfa,createView viewName=view_document_data_committee_report_url,"",,5.0.1,,,8446037746
1414872417007-331,pether (generated),db-changelog-1.24.xml,2026-01-15 04:00:42.343665,322,EXECUTED,9:d98cea6bed923440f8c3a31871a66ca2,sql,"",,5.0.1,,,8446037746
1.34-ministry-verify-001,intelligence-analyst,db-changelog-1.34.xml,2026-01-15 04:00:43.399202,386,EXECUTED,9:3e9501744493d58dfd62f8e4eb7ce968,sql,Ministry views - Expected to be empty without ministry assignment data,,5.0.1,,,8446037746
intops-2025111102-coalition-alignment,intelligence-ops,db-changelog-1.29.xml,2026-01-15 04:00:42.920764,353,EXECUTED,9:4754a1d61b41149c0d4fce931959b038,createView viewName=view_riksdagen_coalition_alignment_matrix,"Coalition Voting Alignment Matrix
        
        Intelligence Purpose:
        - Measure voting alignment between party pairs
        - Identify natural coalition partners
        - Detect coalition stress or breaking
        - Predict coalition...",,5.0.1,,,8446037746
1414872417007-316,auditViews3,db-changelog-1.21.xml,2026-01-15 04:00:42.209359,306,EXECUTED,9:80be555ad4c46adc54270b99c8481315,dropView viewName=view_audit_data_summary; createView viewName=view_audit_data_summary,"",,5.0.1,,,8446037746
1416258476613-212,pether (generated),db-changelog-1.1.xml,2026-01-15 04:00:40.996808,212,EXECUTED,9:3e0f9abc6d66f9b8582632524ec3806a,"addColumn tableName=document_status_container; dropColumn columnName=document_proposal, tableName=document_status_container","",,5.0.1,,,8446037746
1.35-documentation,intelligence-operative,db-changelog-1.35.xml,2026-01-15 04:00:43.482198,399,EXECUTED,9:a995133e402948e807b1759d61b1b7c5,sql,"Documentation for v1.35 party decision flow view
        
        Summary:
        - Creates view_riksdagen_party_decision_flow for party-level decision aggregation
        - Enables party scorecards, coalition analysis, committee effectiveness tr...",,5.0.1,,,8446037746
osint-2025111501-politician-behavioral-trends,intelligence-operative,db-changelog-1.30.xml,2026-01-15 04:00:43.107895,363,EXECUTED,9:5d1ec1f15e980de2297f9a1ab18db6c6,createView viewName=view_politician_behavioral_trends,"Politician Behavioral Trends View
        
        Intelligence Purpose:
        - Track time-series behavioral patterns for each politician
        - Monitor absence rates, voting effectiveness, party discipline
        - Identify behavioral chan...",,5.0.1,,,8446037746
1.55-create-seasonal-anomaly-detection-view,intelligence-operative,db-changelog-1.55.xml,2026-01-21 00:44:39.376176,495,EXECUTED,9:807748b3d9dfc5d73c61bb4ef057d8c8,createView viewName=view_riksdagen_seasonal_anomaly_detection,"Create view_riksdagen_seasonal_anomaly_detection for identifying activity anomalies.
            Flags quarters with activity significantly above or below baseline using z-score thresholds (moderate >1.5, high >2, critical >3 standard deviations) ...",,5.0.1,,,8952677820
1414872417007-88,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.923356,88,EXECUTED,9:997901d2eee29b9ec4d46710ab3131a4,"addPrimaryKey constraintName=committee_proposal_data_pkey, tableName=committee_proposal_data","",,5.0.1,,,8446037746
1414872417007-260,pether,db-changelog-1.5.xml,2026-01-15 04:00:41.541467,260,EXECUTED,9:6b5a8faf027b4da44412ecda2cb4c87f,dropView viewName=view_riksdagen_committee_decision_type_summary; dropView viewName=view_riksdagen_committee_decision_type_org_summary; dropView viewName=view_riksdagen_committee_ballot_decision_summary; dropView viewName=view_riksdagen_committee_...,"",,5.0.1,,,8446037746
1414872417007-64,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.702235,64,EXECUTED,9:b95825c026136a5346b16b9353ac5096,createTable tableName=sweden_parliament_electoral__0,"",,5.0.1,,,8446037746
1414872417007-228,pether,db-changelog-1.1.xml,2026-01-15 04:00:41.127269,228,EXECUTED,9:c1f77e255a88bcc694bbe19fe721d57c,createView viewName=view_riksdagen_politician,"",,5.0.1,,,8446037746
1.60-document-election-year-anomalies-view,intelligence-operative,db-changelog-1.60.xml,2026-01-21 00:44:39.658124,522,EXECUTED,9:645f4b378ccc02510962eb2749be432c,sql,Add documentation for view_riksdagen_election_year_anomalies,,5.0.1,,,8952677820
fix-committee-referral-1.45-002,intelligence-operative,db-changelog-1.45.xml,2026-01-15 04:00:43.873525,444,EXECUTED,9:b87b9d81c1c3c16773c3c0daddb069a3,sqlFile path=view_ministry_decision_impact_v1.45.sql,"Fix view_ministry_decision_impact to include committee_referral_proposals column
        and committee_referral_rate. Also updates other_decisions to exclude committee referrals.
        Pattern: UPPER(chamber) ~~ '%UTSKOTT%' catches 7,049 records...",,5.0.1,,,8446037746
1414872417007-199,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.897025,199,EXECUTED,9:44b8fe081629b67789129dde1fad255d,"addForeignKeyConstraint baseTableName=sweden_election_type, constraintName=fk_rp3tjh4jmpmoxh05oo9fq9qh6, referencedTableName=sweden_election_type_contain_0","",,5.0.1,,,8446037746
1414872417007-243,pether,db-changelog-1.2.xml,2026-01-15 04:00:41.294462,243,EXECUTED,9:bedaee0e37a39ab72fcf8b0a32ea1ac3,dropView viewName=view_riksdagen_vote_data_ballot_party_summary; dropView viewName=view_riksdagen_vote_data_ballot_summary; createView viewName=view_riksdagen_vote_data_ballot_summary; createView viewName=view_riksdagen_vote_data_ballot_party_summary,"",,5.0.1,,,8446037746
1414872417007-73,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.790916,73,EXECUTED,9:f846b11d91b49720ec2c460922d362f7,createTable tableName=vote_meta_data,"",,5.0.1,,,8446037746
1.63-007-idx-doc-status-person-ref-fk,performance-engineer,db-changelog-1.63.xml,2026-01-24 15:25:45.250543,555,EXECUTED,9:86d012b093b2fdb62152778eeed45944,"createIndex indexName=idx_doc_status_person_ref_fk, tableName=document_status_container","Create index on document_status_container.document_person_reference_co_1 foreign key.
        Improves JOIN performance with document_person_reference table.",,5.0.1,,,9264743943
document-fixes-1.32-003,intelligence-analyst,db-changelog-1.32.xml,2026-01-15 04:00:43.318672,374,EXECUTED,9:8a10e26023ff9e74bf785363f03efdd6,sql,"Documentation for v1.32 fixes
        
        This changeset documents the fixes applied to politician intelligence views
        for inclusion in DATABASE_VIEW_INTELLIGENCE_CATALOG.md and 
        TROUBLESHOOTING_EMPTY_VIEWS.md.
        
       ...",,5.0.1,,,8446037746
1414872417007-156,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.519878,156,EXECUTED,9:87739cc9152ce23f5b403ba407615209,"addForeignKeyConstraint baseTableName=portal, constraintName=fk_7c8jfw8bnxrm2aj26w9qlx340, referencedTableName=agency","",,5.0.1,,,8446037746
1.62-create-coalition-evolution,stack-specialist,db-changelog-1.62.xml,2026-01-24 15:25:45.211323,545,EXECUTED,9:98ea3f29eae0317569de39961819f32f,createView viewName=view_riksdagen_party_coalition_evolution,"Recreate view_riksdagen_party_coalition_evolution (originally from v1.53, recreated in v1.61)
        
        JPA Entity: ViewRiksdagenPartyCoalitionEvolution
        Primary Key: Composite (party_a, party_b, election_cycle_id)
        Columns: 3...",,5.0.1,,,9264743943
1414872417007-84,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.88988,84,EXECUTED,9:5fd2d99287f3fc7dc27fdeefa086f79c,"addPrimaryKey constraintName=assignment_element_pkey, tableName=assignment_element","",,5.0.1,,,8446037746
1414872417007-137,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.344001,137,EXECUTED,9:270f67f6d0e7885e13a29d873fb10753,"addPrimaryKey constraintName=sweden_parliament_electoral__0_pkey, tableName=sweden_parliament_electoral__0","",,5.0.1,,,8446037746
1.52-drop-temporal,intelligence-operative-analytics,db-changelog-1.52.xml,2026-01-15 04:00:44.084217,466,EXECUTED,9:0dbe86ecc11a8351966c5f65f40c7626,sql,"",,5.0.1,,,8446037746
intops-2025111106-intelligence-dashboard,intelligence-ops,db-changelog-1.29.xml,2026-01-15 04:00:42.966857,357,EXECUTED,9:cbc88852e1308329aa065d9eb411639e,createView viewName=view_riksdagen_intelligence_dashboard,"Intelligence Operations Summary Dashboard
        
        Intelligence Purpose:
        - Provide executive-level overview of political landscape
        - Aggregate key intelligence indicators
        - Enable rapid situation assessment
        ...",,5.0.1,,,8446037746
1414872417007-61,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.672581,61,EXECUTED,9:5324df8331f298acdc38fd7cf12b8258,createTable tableName=sweden_election_type_contain_0,"",,5.0.1,,,8446037746
2414872417007-326,pether,db-changelog-1.24.xml,2026-01-15 04:00:42.291982,317,EXECUTED,9:769fd2cc719f8070361d0236c2f219ca,createTable tableName=rule_violation,"",,5.0.1,,,8446037746
1414872417007-231,pether,db-changelog-1.1.xml,2026-01-15 04:00:41.154225,231,EXECUTED,9:083ad5ea0ee0c5582da18d78f074043d,createView viewName=view_riksdagen_party_summary,"",,5.0.1,,,8446037746
1414872417007-286,pether (generated),db-changelog-1.8.xml,2026-01-24 15:25:45.139197,531,EXECUTED,9:14d37229b20583fab65c4b9ccd61cbf6,addColumn tableName=language_content_data,"",,5.0.1,,,9264743943
fix-ministry-productivity-1.37-002,intelligence-operative,db-changelog-1.37.xml,2026-01-15 04:00:43.587691,413,EXECUTED,9:ce261dfdef96131a2f75ddb6101ac655,dropView viewName=view_ministry_productivity_matrix; createView viewName=view_ministry_productivity_matrix,"Fix view_ministry_productivity_matrix with case-insensitive org_code matching
        
        Same root cause and solution as effectiveness trends view.",,5.0.1,,,8446037746
1.63-027-idx-person-element-container-fk,performance-engineer,db-changelog-1.63.xml,2026-01-24 15:25:45.329136,575,EXECUTED,9:f68ece91112d1dbed7a0c9226f6d9a7b,"createIndex indexName=idx_person_element_container_fk, tableName=person_element","Create index on person_element.person_person_container_elem_0 foreign key.
        Improves JOIN performance with person_container table.",,5.0.1,,,9264743943
1.67-idx-vote-data-party-temporal,performance-engineer,db-changelog-1.67.xml,2026-01-24 15:25:45.430464,601,EXECUTED,9:82164cec6edea4f33ae949c2e102cdfc,"createIndex indexName=idx_vote_data_party_temporal, tableName=vote_data","Party-centric temporal index for trend prediction and coalition evolution analysis.
        
        Supports: Trend prediction views (4 views), party coalition evolution
        Query Optimization: Party-level aggregations over time
        Expec...",,5.0.1,,,9264743943
1.53-party-longitudinal-001,intelligence-operative,db-changelog-1.53.xml,2026-01-21 00:44:39.186826,480,EXECUTED,9:f7a20e73ce0c531579fc4f4a0b523a03,createView viewName=view_riksdagen_party_longitudinal_performance,"Party Longitudinal Performance View (2002-2026) - OPTIMIZED & ENHANCED
        
        Framework: Comparative Analysis (26 supporting views, 15+ risk rules)
        
        OPTIMIZATIONS:
        - Builds on view_party_performance_metrics (curre...",,5.0.1,,,8952677820
fix-swedish-status-influence-metrics-1.47-003,intelligence-operative,db-changelog-1.47.xml,2026-01-15 04:00:43.925272,448,EXECUTED,9:d6faabdbd6a129c32d2fb102a0635d72,sql; createView viewName=view_riksdagen_politician_influence_metrics,"Fix view_riksdagen_politician_influence_metrics to use Swedish status values
        
        Root Cause: View filtered on status IN ('active', 'Active', 'ACTIVE')
        but actual data uses Swedish values
        
        Solution: Filter on Sw...",,5.0.1,,,8446037746
1.67-idx-document-data-org-temporal,performance-engineer,db-changelog-1.67.xml,2026-01-24 15:25:45.458085,608,EXECUTED,9:9fd1ea821376931b5f6869c3f0569561,"createIndex indexName=idx_document_data_org_temporal_full, tableName=document_data","Organization-temporal index for ministry effectiveness trend analysis.
        
        Supports: Ministry effectiveness views, organizational trend analysis
        Query Optimization: Per-ministry temporal aggregations
        Expected Impact: 4...",,5.0.1,,,9264743943
1414872417007-223,pether,db-changelog-1.1.xml,2026-01-15 04:00:41.084508,223,EXECUTED,9:d9e3c3c85411b661c092f2f8922b9c06,createView viewName=view_riksdagen_party,"",,5.0.1,,,8446037746
1414872417007-187,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.797723,187,EXECUTED,9:5eba99c12fbddf7df67ef71faf1a83de,"addForeignKeyConstraint baseTableName=application_action_event, constraintName=fk_nlqlshlogsx2g8u5d3y28my28, referencedTableName=application_session","",,5.0.1,,,8446037746
1.61-create-electoral-trends,copilot,db-changelog-1.61.xml,2026-01-24 15:25:45.202899,543,EXECUTED,9:d8c0028f833eae2ddafce73ed49e314a,createView viewName=view_riksdagen_party_electoral_trends,"Recreate view_riksdagen_party_electoral_trends (originally from v1.53)
        
        JPA Entity: ViewRiksdagenPartyElectoralTrends
        Primary Key: Composite (party, election_cycle_id)
        Columns: 49 total (electoral KPIs, growth forec...",,5.0.1,,,9264743943
1414872417007-38,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.450138,38,EXECUTED,9:6a1b6c5054ffe7b83bf458b6d9d63010,createTable tableName=indicator_element,"",,5.0.1,,,8446037746
1414872417007-217,pether,db-changelog-1.1.xml,2026-01-15 04:00:41.031783,217,EXECUTED,9:dc12d88f692a0de46300f916366fcd3d,"modifyDataType columnName=wording, tableName=document_proposal_data; modifyDataType columnName=wording_2, tableName=document_proposal_data; modifyDataType columnName=wording_3, tableName=document_proposal_data; modifyDataType columnName=wording_4,...","",,5.0.1,,,8446037746
1.52-drop-anomaly,intelligence-operative-analytics,db-changelog-1.52.xml,2026-01-15 04:00:44.121189,470,EXECUTED,9:9a0f73f4be1cffbe7460fcbeef739acb,sql,"",,5.0.1,,,8446037746
1414872417007-275,pether,db-changelog-1.6.xml,2026-01-15 04:00:41.748676,275,EXECUTED,9:92661264af048495b1a63824cc71e551,sql; sql; sql; sql,"",,5.0.1,,,8446037746
1.65-004-idx-violation-party-date,performance-engineer,db-changelog-1.65.xml,2026-01-24 15:25:45.383394,589,EXECUTED,9:6c6055c33e22154325cefa422ba3ac2f,sql,"Create composite index for party effectiveness trend analysis.
        
        Critical for view_party_effectiveness_trends which performs multi-source
        aggregation (voting + documents + violations) with complex JOINs.
        Query time: ...",,5.0.1,,,9264743943
committee-role-member-1414872417007-228,pether,db-changelog-1.24.xml,2026-01-15 04:00:42.514415,334,EXECUTED,9:033dba6bbd5a8556bd1ad33d81873080,dropView viewName=view_riksdagen_committee_role_member; createView viewName=view_riksdagen_committee_role_member,"",,5.0.1,,,8446037746
1414872417007-62,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.680829,62,EXECUTED,9:633ea9271e4ae43b4821f604df1f59fa,createTable tableName=sweden_municipality_data,"",,5.0.1,,,8446037746
1414872417007-254,pether,db-changelog-1.4.xml,2026-01-15 04:00:41.477066,254,EXECUTED,9:c7d4e2eda2ed22d4092964cf1f6756ab,createView viewName=view_riksdagen_document_type_daily_summary; createView viewName=view_riksdagen_politician_document_daily_summary; createView viewName=view_riksdagen_party_document_daily_summary; createView viewName=view_riksdagen_org_document_...,"",,5.0.1,,,8446037746
1.34-preflight,database-architect,db-changelog-1.34.xml,2026-01-15 04:00:43.395416,385,EXECUTED,9:25a3bba16e7a992a8e29fbbe94a7bfcc,sql,Pre-flight: Verify source data exists before applying view fixes,,5.0.1,,,8446037746
