id,committee_report_url_xml,created_date,document_format,document_status_url_xml,document_type,document_url_html,document_url_text,hit,kall_id,label,made_public_date,number_value,org,related_id,rm,status,sub_title,sub_type,system_date,temp_label,title,dokument_document_container__0,domain_org,database_source,origin,lang,summary,note,note_title,debate_name,document_name,doc_type
gp121292,,2002-06-12,"",,frs,//data.riksdagen.se/dokument/GP121292.html,//data.riksdagen.se/dokument/GP121292.text,54,"",1292,2002-06-12,1292,"","",2001/02,"",miljöminister Kjell Larsson,"",2026-01-12 10:53:33,"",SSI:s och SKI:s informationsansvar,,rdwebb,dokument,"","","den 12 juni  Svar på fråga 2001/02:1292 om SSI:s och SKI:s informationsansvar
 Miljöminister Kjell Larsson
 Ingegerd Saarinen har frågat mig vad jag avser att göra för att säkerställa att även för industrin känsliga uppgifter sprids mer aktivt.
 Alla myndigheter är skyldiga att på begäran lämna ut information i enlighet","den 12 juni  Svar på fråga 2001/02:1292 om SSI:s och SKI:s informationsansvar
 Miljöminister Kjell Larsson
 Ingegerd Saarinen har frågat mig vad jag avser att göra för att säkerställa att även för industrin känsliga uppgifter sprids mer aktivt.
 Alla myndigheter är skyldiga att på begäran lämna ut information i enlighet",SSI:s och SKI:s informationsansvar,Svar på skriftlig fråga,Svar på skriftlig fråga,frs
h9111636,,2022-05-25,"",,fr,//data.riksdagen.se/dokument/H9111636.html,//data.riksdagen.se/dokument/H9111636.text,57,d209392d-58e5-4d3f-86c2-3cc9fd82b75d,1636,2022-05-25,1636,SD,"",2021/22,Besvarad,Angelika Bengtsson (SD),"",2022-06-01 10:31:34,SD,Svårigheter att genomföra simundervisning,,rdwebb,dokument,Frips,"","Fråga 2021/22:1636 Svårigheter att genomföra simundervisning
 av  Angelika Bengtsson (SD)
 till Statsrådet Lina Axelsson Kihlblom (S)
 Skolidrotten har ett stort värde för oss. Det är där man många gånger får prova nya sporter och öva sin motorik. Men det är även genom den som många barn lär sig att simma. En livsavgörande","Fråga 2021/22:1636 Svårigheter att genomföra simundervisning
 av  Angelika Bengtsson (SD)
 till Statsrådet Lina Axelsson Kihlblom (S)
 Skolidrotten har ett stort värde för oss. Det är där man många gånger får prova nya sporter och öva sin motorik. Men det är även genom den som många barn lär sig att simma. En livsavgörande",Svårigheter att genomföra simundervisning,Skriftlig fråga,Skriftlig fråga,fr
h511393,,2017-12-04,"",,fr,//data.riksdagen.se/dokument/H511393.html,//data.riksdagen.se/dokument/H511393.text,21,bd75e726-0694-40f4-9ed9-01b191cc34f6,393,2017-12-05,393,M,"",2017/18,Besvarad,Gunilla Nordgren (M),"",2017-12-13 14:23:03,M,Migrationsverkets skuld till kommunerna,,rdwebb,dokument,Frips,"","Fråga 2017/18:393 Migrationsverkets skuld till kommunerna
 av  Gunilla Nordgren (M)
 till Statsrådet Heléne Fritzon (S)
 Under flera års tid har jag ställt frågor till och debatterat med den förre migrationsministern angående Migrationsverkets skuld till kommunerna. Senast fick jag svaret att skulden skulle arbetas ned","Fråga 2017/18:393 Migrationsverkets skuld till kommunerna
 av  Gunilla Nordgren (M)
 till Statsrådet Heléne Fritzon (S)
 Under flera års tid har jag ställt frågor till och debatterat med den förre migrationsministern angående Migrationsverkets skuld till kommunerna. Senast fick jag svaret att skulden skulle arbetas ned",Migrationsverkets skuld till kommunerna,Skriftlig fråga,Skriftlig fråga,fr
h006fpm142,,2013-08-14,"",,fpm,//data.riksdagen.se/dokument/H006FPM142.html,//data.riksdagen.se/dokument/H006FPM142.text,19,"",FPM142,2013-08-16 15:49:32,142,Närings-dep,"",2012/13,"",KOM (2013) 449 slutlig,"",2013-08-16 15:50:47,"",Direktiv om elektronisk fakturering vid offentlig upphandling,,rdwebb,dokument,RIM,"","Regeringskansliet
 Faktapromemoria 2012/13:FPM142
 Direktiv om elektronisk fakturering vid 2012/13:FPM142 offentlig upphandling
 Näringsdepartementet
 2013-08-14
 Dokumentbeteckning
 KOM 2013 449 slutlig
 Förslag till Europaparlamentets och rådets direktiv om elektronisk fakturering vid offentlig upphandling
 Sammanfattning
","Regeringskansliet
 Faktapromemoria 2012/13:FPM142
 Direktiv om elektronisk fakturering vid 2012/13:FPM142 offentlig upphandling
 Näringsdepartementet
 2013-08-14
 Dokumentbeteckning
 KOM 2013 449 slutlig
 Förslag till Europaparlamentets och rådets direktiv om elektronisk fakturering vid offentlig upphandling
 Sammanfattning
",Direktiv om elektronisk fakturering vid offentlig upphandling,Fakta-pm om EU-förslag,Fakta-pm om EU-förslag,fpm
h102mj453,,2013-10-04,"",,mot,//data.riksdagen.se/dokument/H102MJ453.html,//data.riksdagen.se/dokument/H102MJ453.text,2041,{ADEA21F0-B1DE-4BED-B5A6-0805B60E6B68},MJ453,2013-10-07 17:34:21,453,MJU,"",2013/14,Ank T,av Emil Källström och Anders Ahlgren (C),Enskild motion,2014-01-15 10:47:37,C445,Strandskydd,,rdwebb,dokument,"","","Motion till riksdagen
 2013/14:MJ453
 av Emil Källström och Anders Ahlgren (C)
 Strandskydd
 C445
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad som anförs i motionen om en förbättrande tillämpning av strandskyddslagstiftningen.
 Motivering
 Alliansregeringen genomförde under förra","Motion till riksdagen
 2013/14:MJ453
 av Emil Källström och Anders Ahlgren (C)
 Strandskydd
 C445
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad som anförs i motionen om en förbättrande tillämpning av strandskyddslagstiftningen.
 Motivering
 Alliansregeringen genomförde under förra",Strandskydd,Motion,Motion,mot
ha021973,,2022-11-23,"",,mot,//data.riksdagen.se/dokument/HA021973.html,//data.riksdagen.se/dokument/HA021973.text,1436,e4bbcbbe-0e4e-4eb3-8ce8-c566faf6ee40,1973,2022-11-23,1973,SoU,"",2022/23,Klar,av Eva Lindh m.fl. (S),Enskild motion,2023-10-02 16:23:51,S1359,Ambulans- och sjuktransporter i Norden,,rdwebb,dokument,Filur,"","Motion till riksdagen
 2022/23:1973
 av Eva Lindh m.fl. (S)
 Ambulans- och sjuktransporter i Norden
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om att genomföra en översyn av författningarna som berör gränsöverskridande ambulans- och sjuktransporter i Norden och tillkännager detta","Motion till riksdagen
 2022/23:1973
 av Eva Lindh m.fl. (S)
 Ambulans- och sjuktransporter i Norden
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om att genomföra en översyn av författningarna som berör gränsöverskridande ambulans- och sjuktransporter i Norden och tillkännager detta",Ambulans- och sjuktransporter i Norden,Motion,Motion,mot
h7022608,,2019-10-03,"",,mot,//data.riksdagen.se/dokument/H7022608.html,//data.riksdagen.se/dokument/H7022608.text,2107,b7c85762-04ac-46e9-8544-d536c4fe896d,2608,2019-10-03,2608,UbU,"",2019/20,Klar,av Elisabeth Björnsdotter Rahm och Ann-Britt Åsebol (båda M),Enskild motion,2020-05-28 16:49:46,M1379,Entreprenörskap i skolan,,rdwebb,dokument,Filur,"","Motion till riksdagen
 2019/20:2608
 av Elisabeth Björnsdotter Rahm och Ann-Britt Åsebol (båda M)
 Entreprenörskap i skolan
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om företagande och entreprenörskap vid utformningen av all utbildning och tillkännager detta för regeringen.
 Motivering
","Motion till riksdagen
 2019/20:2608
 av Elisabeth Björnsdotter Rahm och Ann-Britt Åsebol (båda M)
 Entreprenörskap i skolan
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om företagande och entreprenörskap vid utformningen av all utbildning och tillkännager detta för regeringen.
 Motivering
",Entreprenörskap i skolan,Motion,Motion,mot
gq02fi233,,2002-10-23,"",,mot,//data.riksdagen.se/dokument/GQ02Fi233.html,//data.riksdagen.se/dokument/GQ02Fi233.text,362,{56E8E236-E827-11D6-AE89-000103094310},Fi233,2002-10-23,233,FiU,"",2002/03,"",av Alf Svensson m.fl. (kd),Partimotion,2005-11-03 14:55:04,kd300,Budget för 2003,,rdwebb,dokument,webbnav,"","Motion till riksdagen
 2002/03:Fi233
 av Alf Svensson m.fl. (kd)
 Budget för 2003
 1 Sammanfattning
 Riksdagsvalet 2002 innebar en fortsatt men försvagad röd-grön regeringskonstellation. Och av regeringens budgetproposition för år 2003 kan utläsas att Sveriges långsiktiga tillväxtproblem, liksom bristerna i välfärden består.","Motion till riksdagen
 2002/03:Fi233
 av Alf Svensson m.fl. (kd)
 Budget för 2003
 1 Sammanfattning
 Riksdagsvalet 2002 innebar en fortsatt men försvagad röd-grön regeringskonstellation. Och av regeringens budgetproposition för år 2003 kan utläsas att Sveriges långsiktiga tillväxtproblem, liksom bristerna i välfärden består.",Budget för 2003,Motion,Motion,mot
gu02fi206,,2006-10-24,"",,mot,//data.riksdagen.se/dokument/GU02Fi206.html,//data.riksdagen.se/dokument/GU02Fi206.text,195,{E2148C48-4813-49AC-A5A5-1A3C5EC36B8C},Fi206,2006-11-02 08:44:42,206,FiU,"",2006/07,Trycklov,av Barbro Westerholm (fp),Enskild motion,2007-02-28 10:52:33,fp1409,Spelberoende,,rdwebb,dokument,"","","Motion till riksdagen
 2006/07:Fi206
 av Barbro Westerholm (fp)
 Spelberoende
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad i motionen anförs om förbud för banker och andra kreditinstitut att förmedla betalningar till spelbolag som bedriver Internetspel.
 Motivering
 Sedan början","Motion till riksdagen
 2006/07:Fi206
 av Barbro Westerholm (fp)
 Spelberoende
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad i motionen anförs om förbud för banker och andra kreditinstitut att förmedla betalningar till spelbolag som bedriver Internetspel.
 Motivering
 Sedan början",Spelberoende,Motion,Motion,mot
gq12533,,2003-02-19,"",,frs,//data.riksdagen.se/dokument/GQ12533.html,//data.riksdagen.se/dokument/GQ12533.text,98,"",533,2003-02-19,533,"","",2002/03,"",Thomas Bodström,"",2026-01-12 11:02:51,"",åtgärder mot rattfylleribrott och beslagtagande av fordon,,rdwebb,dokument,"","","den 19 februari  Svar på fråga 2002/03:483 om åtgärder mot rattfylleribrott och 533 om beslagtagande av fordon
 Justitieminister Thomas Bodström
 Hillevi Engström har frågat mig om och i så fall när jag avser att föreslå en ändring i polislagen så att polisen, i syfte att förhindra brott, tillfälligt kan omhänderta egendom","den 19 februari  Svar på fråga 2002/03:483 om åtgärder mot rattfylleribrott och 533 om beslagtagande av fordon
 Justitieminister Thomas Bodström
 Hillevi Engström har frågat mig om och i så fall när jag avser att föreslå en ändring i polislagen så att polisen, i syfte att förhindra brott, tillfälligt kan omhänderta egendom",åtgärder mot rattfylleribrott och beslagtagande av fordon,Svar på skriftlig fråga,Svar på skriftlig fråga,frs
h8a1ku45p,,2021-03-23,"",,utskottsdokument,//data.riksdagen.se/dokument/H8A1KU45p.html,//data.riksdagen.se/dokument/H8A1KU45p.text,66,"","",1900-01-01,45,KU,"",2020/21,"","",Protokoll,2021-04-09 16:45:21,"",Protokoll utskottssammanträde 2020/21:45,,rdwebb,dokument,Q,"","RIKSDAGEN
 KONSTITUTIONSUTSKOTTET
 PROTOKOLL  UTSKOTTSSAMMANTRÄDE 2020/21:45
 DATUM
 2021-03-23
 TID
 11.0011.14
 NÄRVARANDE
 Se bilaga 1
 1
 Medgivande att delta på distans  Utskottet medgav deltagande på distans för följande ordinarie ledamöter och suppleanter: Laila Naraghi SDaniel Andersson SAnnicka Engblom M och Patrik","RIKSDAGEN
 KONSTITUTIONSUTSKOTTET
 PROTOKOLL  UTSKOTTSSAMMANTRÄDE 2020/21:45
 DATUM
 2021-03-23
 TID
 11.0011.14
 NÄRVARANDE
 Se bilaga 1
 1
 Medgivande att delta på distans  Utskottet medgav deltagande på distans för följande ordinarie ledamöter och suppleanter: Laila Naraghi SDaniel Andersson SAnnicka Engblom M och Patrik",Protokoll utskottssammanträde 2020/21:45,Utskottens protokoll,Utskottens protokoll,uprotokoll
rdh4c120170510ap,,2017-05-10 09:00:00,,,kammakt,,,163,5a43ff16-1c0a-42f4-a5c4-982f63c4a2e7,"",2017-05-10,,"","",2016/17,inträffat,"",ap,2018-06-13 13:25:39,09:00:00-1,Arbetsplenum,,rdwebb,kalender,Safir,sv,"
				Riksdagen debatterar utskottens förslag. 
				","
				Riksdagen debatterar utskottens förslag. 
				",Arbetsplenum,Debatt om förslag,Arbetsplenum,kam-ap
h602402,,2018-11-15,"",,mot,//data.riksdagen.se/dokument/H602402.html,//data.riksdagen.se/dokument/H602402.text,221,7be6e91b-4b59-49ec-a664-54aa33734562,402,2018-11-15,402,JuU,"",2018/19,Klar,av Markus Wiechel och Jennie Åfeldt (båda SD),Enskild motion,2019-06-18 14:23:01,SD201,Brottsprovokation och övervakning av tidigare dömda,,rdwebb,dokument,Filur,"","Motion till riksdagen
 2018/19:402
 av Markus Wiechel och Jennie Åfeldt (båda SD)
 Brottsprovokation och övervakning av tidigare dömda
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om brottsprovokation och tillkännager detta för regeringen.
 Riksdagen ställer sig bakom det som anförs","Motion till riksdagen
 2018/19:402
 av Markus Wiechel och Jennie Åfeldt (båda SD)
 Brottsprovokation och övervakning av tidigare dömda
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om brottsprovokation och tillkännager detta för regeringen.
 Riksdagen ställer sig bakom det som anförs",Brottsprovokation och övervakning av tidigare dömda,Motion,Motion,mot
h301tu17,,2016-06-09,"",//data.riksdagen.se/dokumentstatus/H301TU17.xml,bet,//data.riksdagen.se/dokument/H301TU17.html,//data.riksdagen.se/dokument/H301TU17.text,123,5309d910-4f32-4e1c-8d92-dbd16ca762ce,TU17,2016-01-11 10:49:29,17,TU,"",2015/16,Webbpublicering,"",bet,2018-04-27 14:37:48,"",Sjöfartsfrågor,,rdwebb,dokument,RIM,sv,"<p>Det behövs ett effektivt sanktionssystem för att regler om fartygens svavelutsläpp i Östersjön ska efterlevas. Regeringen bör därför skyndsamt se över utformningen av ett sådant system och införa det. Detta behövs för att främja en rättvis och sund konkurrens inom sjöfarten. Riksdagen gjorde ett tillkännagivande till regeringen om detta.</p>
<p>Riksdagen sa ja till en lag om marin utrustning. Lagen innehåller regler om krav på marin utrustning och skyldigheter för aktörer som tillhandahåller sådan utrustning på marknaden. Den nya lagen införs för att genomföra EU-direktiv om marin utrustning och börjar gälla den 18 september 2016.</p>","<p>Det behövs ett effektivt sanktionssystem för att regler om fartygens svavelutsläpp i Östersjön ska efterlevas. Regeringen bör därför skyndsamt se över utformningen av ett sådant system och införa det. Detta behövs för att främja en rättvis och sund konkurrens inom sjöfarten. Riksdagen gjorde ett tillkännagivande till regeringen om detta.</p>
<p>Riksdagen sa ja till en lag om marin utrustning. Lagen innehåller regler om krav på marin utrustning och skyldigheter för aktörer som tillhandahåller sådan utrustning på marknaden. Den nya lagen införs för att genomföra EU-direktiv om marin utrustning och börjar gälla den 18 september 2016.</p>",Sanktionssystemet mot olagligt svavelutsläpp bör ses över (TU17),Debatt om förslag,Betänkande,bet
gy02ju225,,2010-10-20,"",,mot,//data.riksdagen.se/dokument/GY02Ju225.html,//data.riksdagen.se/dokument/GY02Ju225.text,587,{392B81FD-42F3-407A-8DA5-C7BE73116C0C},Ju225,2010-10-25 11:31:03,225,JuU,"",2010/11,Ank T,av Maria Abrahamsson (M),Enskild motion,2011-02-23 09:21:11,M1474,Försöksverksamhet med tv-sända rättegångar,,rdwebb,dokument,"","","Motion till riksdagen
 2010/11:Ju225
 av Maria Abrahamsson (M)
 Försöksverksamhet med tv-sända rättegångar
 m1474
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad som anförs i motionen om behovet av en försöksverksamhet med tv-sända rättegångar.
 Riksdagen tillkännager för regeringen","Motion till riksdagen
 2010/11:Ju225
 av Maria Abrahamsson (M)
 Försöksverksamhet med tv-sända rättegångar
 m1474
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad som anförs i motionen om behovet av en försöksverksamhet med tv-sända rättegångar.
 Riksdagen tillkännager för regeringen",Försöksverksamhet med tv-sända rättegångar,Motion,Motion,mot
ha11411,,2023-03-01,"",,fr,//data.riksdagen.se/dokument/HA11411.html,//data.riksdagen.se/dokument/HA11411.text,43,7ff67f4b-e51b-4abe-9415-3efb5c090f7a,411,2023-03-01,411,V,"",2022/23,Besvarad,Håkan Svenneling (V),"",2023-03-08 11:24:15,V,Utvecklingen i Somalia och Somaliland,,rdwebb,dokument,Frips,"","Fråga 2022/23:411 Utvecklingen i Somalia och Somaliland
 av  Håkan Svenneling (V)
 till Utrikesminister Tobias Billström (M)
 Den 6 februari i år utbröt våldsamma strider mellan Somalilands säkerhetsstyrkor och en lokal klanmilis lojal till Somalia i gränsstaden Las Anod i Soolregionen. Området är omtvistat, och både Somaliland","Fråga 2022/23:411 Utvecklingen i Somalia och Somaliland
 av  Håkan Svenneling (V)
 till Utrikesminister Tobias Billström (M)
 Den 6 februari i år utbröt våldsamma strider mellan Somalilands säkerhetsstyrkor och en lokal klanmilis lojal till Somalia i gränsstaden Las Anod i Soolregionen. Området är omtvistat, och både Somaliland",Utvecklingen i Somalia och Somaliland,Skriftlig fråga,Skriftlig fråga,fr
h9b417,,2022-01-01,"",,ds,//data.riksdagen.se/dokument/H9B417.html,//data.riksdagen.se/dokument/H9B417.text,66,"",17,2022-01-01,17,"","",2021,"","","",2022-01-25 08:50:16,"","En reformerad arbetsrätt - för flexibilitet, omställningsförmåga och trygghet på arbetsmarknaden ",,rdwebb,dokument,"","","En reformerad arbetsrätt
 för flexibilitet, omställningsförmåga och trygghet på arbetsmarknaden
 Ds 2021:17
 En reformerad arbetsrätt
 för flexibilitet, omställningsförmåga och trygghet på arbetsmarknaden
 Ds 2021:17
 SOU och Ds finns på regeringen.se under Rättsliga dokument. Svara på remiss hur och varför
 Statsrådsberedningen,","En reformerad arbetsrätt
 för flexibilitet, omställningsförmåga och trygghet på arbetsmarknaden
 Ds 2021:17
 En reformerad arbetsrätt
 för flexibilitet, omställningsförmåga och trygghet på arbetsmarknaden
 Ds 2021:17
 SOU och Ds finns på regeringen.se under Rättsliga dokument. Svara på remiss hur och varför
 Statsrådsberedningen,","En reformerad arbetsrätt - för flexibilitet, omställningsförmåga och trygghet på arbetsmarknaden ",Departementsserien,Departementsserien,ds
h602346,,2018-11-13,"",,mot,//data.riksdagen.se/dokument/H602346.html,//data.riksdagen.se/dokument/H602346.text,52,9f901a51-767b-4165-b064-d39f41526ba5,346,2018-11-13,346,FiU,"",2018/19,Klar,av Markus Wiechel (SD),Enskild motion,2019-03-27 16:45:43,SD177,Kontroll av PPM-rådgivning och ökad lönsamhet för amortering,,rdwebb,dokument,Filur,"","Motion till riksdagen
 2018/19:346
 av Markus Wiechel (SD)
 Kontroll av PPM-rådgivning och ökad lönsamhet för amortering
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om en översyn av amorteringskravet och tillkännager detta för regeringen.
 Riksdagen ställer sig bakom det som anförs","Motion till riksdagen
 2018/19:346
 av Markus Wiechel (SD)
 Kontroll av PPM-rådgivning och ökad lönsamhet för amortering
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om en översyn av amorteringskravet och tillkännager detta för regeringen.
 Riksdagen ställer sig bakom det som anförs",Kontroll av PPM-rådgivning och ökad lönsamhet för amortering,Motion,Motion,mot
