person_id,first_name,last_name,party,born_year,gender,status,election_region,total_votes,yes_percentage,no_percentage,absence_rate,rebel_rate,success_rate,voting_days,first_vote_date,last_vote_date,voting_participation_rate,loyalty_rate,voting_consistency_score,analysis_comment
0721509806321,Nooshi,Dadgostar,V,1985,KVINNA,Tjänstgörande riksdagsledamot,Stockholms län,1757913,53.12,15.15,25.22,0.04,42.35,13,2014-01-01,2026-01-01,74.78,99.96,42.33,Frequently absent
0982795248728,Jakob,Forssmed,KD,1974,MAN,Socialminister,Stockholms län,1387275,51.56,14.68,28.08,0.10,33.68,11,2003-01-01,2022-01-01,71.92,99.90,33.65,Frequently absent
0404669609001,Ivar,Virgin,M,1936,MAN,Avliden  2019-08-03,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0145294944502,Roger,Richthoff,-,1948,MAN,Tidigare riksdagsledamot,Södermanlands län,1341207,51.33,14.57,28.38,1.09,33.13,9,2014-01-01,2022-01-01,71.62,98.91,32.77,Frequently absent
0618278689611,Michael,Arthursson,C,1958,MAN,"","",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0280164118408,Tommy,Ternemar,S,1947,MAN,Avliden  2022-05-28,Värmlands län,1106330,56.43,22.38,17.26,0.00,66.09,9,2002-01-01,2010-01-01,82.74,100.00,66.09,Generally aligned
0996403729104,Tone,Tingsgård,S,1944,KVINNA,Tidigare riksdagsledamot,Uppsala län,1106330,56.43,22.38,17.26,0.03,52.02,9,2002-01-01,2010-01-01,82.74,99.97,52.00,Generally aligned
0144653147601,Inger,Schörling,MP,1946,KVINNA,Tidigare riksdagsledamot,Gävleborgs län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0830987619206,Martin,Segerstedt,S,1930,MAN,Avliden  2014-03-09,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0911916463828,Fredrik,Lundh Sammeli,S,1977,MAN,Tjänstgörande riksdagsledamot,Norrbottens län,2671246,55.06,17.91,21.43,0.04,53.19,21,2006-01-01,2026-01-01,78.57,99.96,53.17,Generally aligned
0650047409402,Sven-Olof,Nordlund,S,1931,MAN,Tidigare ersättare,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
6bc70faf-e8f4-493a-84c8-a13e60ca0538,Yngve,Persson,S,1911,MAN,Inga uppdrag,Stockholms kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
065701062615,Runar,Filper,SD,1964,MAN,Tjänstgörande riksdagsledamot,Värmlands län,1792813,53.30,15.23,24.89,0.02,42.20,13,2014-01-01,2026-01-01,75.11,99.98,42.19,Generally aligned
0658584530506,Lena,Larsson,S,1947,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0495620358802,My,Persson,M,1938,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0937688366013,Peter,Hultqvist,S,1958,MAN,Tjänstgörande riksdagsledamot,Dalarnas län,1534553,59.13,21.22,14.35,0.14,37.48,14,2006-01-01,2026-01-01,85.65,99.86,37.43,Generally aligned
0224712677012,Johan,Pehrson,L,1968,MAN,Avgången riksdagsledamot,Örebro län,2471618,53.75,18.87,22.78,0.11,42.56,19,2002-01-01,2022-01-01,77.22,99.89,42.51,Generally aligned
0136801772915,Maria,Strömkvist,S,1964,KVINNA,Tidigare riksdagsledamot,Dalarnas län,1341207,51.33,14.57,28.38,0.00,73.38,9,2014-01-01,2022-01-01,71.62,100.00,73.38,Frequently absent
0530425150220,Annika,Strandhäll,S,1975,KVINNA,Tjänstgörande riksdagsledamot,Stockholms kommun,797465,42.16,12.53,38.95,0.26,30.85,8,2019-01-01,2026-01-01,61.05,99.74,30.77,Frequently absent
088461404416,Richard,Herrey,M,1964,MAN,Tillgänglig ersättare,Stockholms län,242904,52.87,18.20,21.43,0.00,50.14,3,2020-01-01,2022-01-01,78.57,100.00,50.14,Generally aligned
0119766779312,Helén,Andersson,C,1953,KVINNA,Tidigare ersättare,Hallands län,39437,60.25,19.39,13.99,0.00,88.50,1,2014-01-01,2014-01-01,86.01,100.00,88.50,Often on winning side
6da528b9-eeb6-4f37-abe2-1f1214c85f44,Turid,Ström,S,1931,KVINNA,Inga uppdrag,Stockholms kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
ec011dd7-0bdf-4094-9e6a-5e490ad42711,Alma,Olsson,C,1913,KVINNA,Inga uppdrag,Fyrstadskretsen 1971-1975/76,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0367418588113,Liselott,Hagberg,FP,1958,KVINNA,Tidigare riksdagsledamot,Södermanlands län,1405772,57.71,22.17,16.12,0.03,66.63,11,2002-01-01,2012-01-01,83.88,99.97,66.61,Generally aligned
0982209946601,Lennart,Brunander,C,1936,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0337174358806,Siv,Ramsell,C,1947,KVINNA,Tidigare ersättare,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
b6f82ac8-167e-4688-95c6-124e254f9bb7,Arvid,Enarsson,M,1912,MAN,Inga uppdrag,Älvsborgs läns norr,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0116084827614,Mehmet,Kaplan,MP,1971,MAN,Tidigare riksdagsledamot,Stockholms kommun,1065148,59.23,22.88,14.19,0.23,30.27,9,2006-01-01,2014-01-01,85.81,99.77,30.20,Generally aligned
0130789484021,Mattias,Bäckström Johansson,SD,1985,MAN,Tjänstgörande riksdagsledamot,Kalmar län,1792813,53.30,15.23,24.89,0.06,43.72,13,2014-01-01,2026-01-01,75.11,99.94,43.69,Generally aligned
0115834246514,Emma,Wallrup,V,1971,KVINNA,Tidigare riksdagsledamot,Uppsala län,629596,63.83,17.02,13.59,0.50,58.76,7,2011-01-01,2018-01-01,86.41,99.50,58.47,Generally aligned
0652944607906,Cristina,Husmark Pehrsson,M,1947,KVINNA,Tidigare riksdagsledamot,Skåne läns västra,1284669,61.00,19.70,14.52,0.03,57.24,10,2002-01-01,2014-01-01,85.48,99.97,57.22,Generally aligned
0827765373607,Helge,Klöver,S,1925,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0406831930624,Henrik,Vinge,SD,1988,MAN,Tjänstgörande riksdagsledamot,Stockholms kommun,1179620,47.79,14.39,30.76,0.06,35.24,9,2018-01-01,2026-01-01,69.24,99.94,35.22,Frequently absent
0105794077107,John,Bouvin,NYD,1947,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0110409174800,Krister,Skånberg,MP,1936,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0283284978818,Markus,Kallifatides,S,1972,MAN,Tjänstgörande riksdagsledamot,Stockholms kommun,451606,59.15,17.20,14.54,0.08,48.45,5,2022-01-01,2026-01-01,85.46,99.92,48.41,Generally aligned
0345062474310,Mona,Olin,SD,1967,KVINNA,Tjänstgörande riksdagsledamot,Kalmar län,451606,59.15,17.20,14.54,0.00,68.47,5,2022-01-01,2026-01-01,85.46,100.00,68.47,Generally aligned
0290003389021,Chris,Dahlqvist,SD,1995,MAN,Tjänstgörande riksdagsledamot,Östergötlands län,31410,61.99,16.65,14.49,0.00,85.56,2,2025-01-01,2026-01-01,85.51,100.00,85.56,Often on winning side
0293624556396,Evert,Hedberg,S,1922,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
c43c0b30-75fc-4675-b817-c9f0c102060a,Ingemar,Mundebo,L,1930,MAN,Inga uppdrag,Stockholms län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
982b20f3-67c9-4e51-89f2-b1c5147ed7b2,Gunnar,Ericsson,L,1919,MAN,Inga uppdrag,Östergötlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0648066719018,Robert,Jousma,NYD,1952,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
42eb50ab-98aa-4616-a573-faec2977dc6d,Svea,Wiklund,C,1917,KVINNA,Inga uppdrag,Västerbottens län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0616131020021,Fredrik,Brange,L,1990,MAN,Partisekreterare,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
81ab4ed3-77ea-498e-b40c-e3b1d74ca98f,Britt,Mogård,M,1922,KVINNA,Inga uppdrag,Stockholms län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0461756329828,Karin,Granbom Ellison,FP,1977,KVINNA,Tidigare riksdagsledamot,Östergötlands län,1643441,58.61,21.70,15.59,0.13,68.48,13,2002-01-01,2014-01-01,84.41,99.87,68.39,Generally aligned
0161018662505,Ragnhild,Pohanka,MP,1932,KVINNA,Avliden  2021-11-18,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0534056896314,Lars,Gustafsson,KD,1951,MAN,Tidigare riksdagsledamot,Hallands län,1736973,58.96,21.55,15.31,0.14,66.85,13,2002-01-01,2014-01-01,84.69,99.86,66.76,Generally aligned
0135730306412,Tommy,Waidelich,S,1963,MAN,Tidigare riksdagsledamot,Stockholms län,1704167,59.02,21.51,15.27,0.04,50.13,13,2002-01-01,2014-01-01,84.73,99.96,50.11,Generally aligned
0127096240702,Sture,Thun,S,1929,MAN,Avliden  2020-12-28,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0285631067215,Robert,Halef,KD,1964,MAN,Tidigare riksdagsledamot,Stockholms län,1971850,55.19,16.34,23.11,0.07,59.45,13,2010-01-01,2022-01-01,76.89,99.93,59.41,Generally aligned
0156214148697,Rolf,Clarkson,M,1923,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0582064163300,Ann-Christin,Nykvist,S,1948,KVINNA,Tidigare jordbruksminister,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0838210948212,Henrik,Landerholm,M,1963,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0333193598116,Bo,Broman,SD,1969,MAN,Tjänstgörande riksdagsledamot,Skåne läns västra,1179620,47.79,14.39,30.76,0.00,43.40,9,2018-01-01,2026-01-01,69.24,100.00,43.40,Frequently absent
014744660015,Mikael,Damberg,S,1971,MAN,Tjänstgörande riksdagsledamot,Stockholms län,2120524,58.93,20.74,15.13,0.08,42.41,18,2002-01-01,2026-01-01,84.87,99.92,42.38,Generally aligned
0955748436811,Robert,Stenkvist,SD,1958,MAN,Tjänstgörande riksdagsledamot,Stockholms län,1792813,53.30,15.23,24.89,0.08,50.05,13,2014-01-01,2026-01-01,75.11,99.92,50.01,Generally aligned
0410542963401,Ronny,Karlsson,L,1943,MAN,Tidigare ersättare,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0281408160607,Gunnar,Goude,MP,1932,MAN,Tidigare riksdagsledamot,Uppsala län,251629,61.75,18.36,14.34,0.55,63.38,4,2002-01-01,2006-01-01,85.66,99.45,63.03,Generally aligned
0819601620927,Annika,Hirvonen,MP,1989,KVINNA,Tjänstgörande riksdagsledamot,Stockholms län,1437182,50.68,14.95,27.99,0.05,52.24,13,2014-01-01,2026-01-01,72.01,99.95,52.21,Frequently absent
0845783625227,Arwin,Sohrabi,S,1994,MAN,Tillgänglig ersättare,Malmö kommun,25477,60.80,16.91,13.78,0.00,63.01,1,2023-01-01,2023-01-01,86.22,100.00,63.01,Generally aligned
0479155832315,Kenneth,Lantz,KD,1949,MAN,Tidigare riksdagsledamot,Skåne läns västra,654026,58.70,19.31,17.05,0.16,40.13,5,2002-01-01,2006-01-01,82.95,99.84,40.07,Generally aligned
0325462829512,Christina,Tapper Östberg,SD,1968,KVINNA,Tidigare riksdagsledamot,Skåne läns norra och östra,1341207,51.33,14.57,28.38,0.03,37.73,9,2014-01-01,2022-01-01,71.62,99.97,37.72,Frequently absent
0747244983307,Anna,Corshammar-Bojerud,C,1947,KVINNA,Tidigare riksdagsledamot,Skåne läns västra,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0338088431726,Sara,Gille,SD,1981,KVINNA,Tjänstgörande riksdagsledamot,Dalarnas län,894836,44.58,12.94,35.58,0.00,39.59,8,2018-01-01,2026-01-01,64.42,100.00,39.59,Frequently absent
0751995030915,Olle,Schmidt,FP,1949,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0497217816024,Markus,Selin,S,1978,MAN,Tjänstgörande riksdagsledamot,Stockholms län,1179620,47.79,14.39,30.76,0.00,59.41,9,2018-01-01,2026-01-01,69.24,100.00,59.41,Frequently absent
0502609471907,Margitta,Edgren,FP,1935,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0494242537816,Hans,Eklind,KD,1966,MAN,Tjänstgörande riksdagsledamot,Örebro län,1179620,47.79,14.39,30.76,0.00,52.22,9,2018-01-01,2026-01-01,69.24,100.00,52.22,Frequently absent
0204145974808,Jerzy,Einhorn,KD,1925,MAN,Avliden  2000-04-28,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0959102638818,Roger,Tiefensee,C,1967,MAN,Tidigare riksdagsledamot,Södermanlands län,1573292,58.87,21.52,15.38,0.00,65.35,13,2002-01-01,2014-01-01,84.62,100.00,65.35,Generally aligned
025211285108,Ethel,Duvskog,S,1940,KVINNA,Tidigare ersättare,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0626451252310,Mikael,Janson,FP,1965,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0944338157703,Karin,Wegestål,S,1934,KVINNA,Avliden  2019-05-24,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0540190357911,Hans,Hoff,S,1963,MAN,Tidigare riksdagsledamot,Hallands län,3078180,55.64,18.51,21.01,0.08,63.54,21,2002-01-01,2022-01-01,78.99,99.92,63.49,Generally aligned
039655712615,Margareta,Pålsson,M,1949,KVINNA,Tidigare riksdagsledamot,Skåne läns norra och östra,1405423,57.70,22.17,16.12,0.05,68.81,11,2002-01-01,2012-01-01,83.88,99.95,68.78,Generally aligned
a856fc56-b7d8-4254-a09e-d7d4e7b16552,Einar,Henningsson,S,1907,MAN,Inga uppdrag,"Fyrstadskretsen 1971-1973
(Ledamot av Andra kamm",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0742703244417,Ilan,De Basso,S,1969,MAN,Avgången riksdagsledamot,Jönköpings län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
2ef83424-113d-46ff-892a-b7bb7d19157b,Gunnar,Oskarsson,S,1925,MAN,Inga uppdrag,Kalmar län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0192918410514,Gunilla,Nordgren,M,1956,KVINNA,Tidigare riksdagsledamot,Skåne läns södra,1243836,63.65,18.50,12.74,0.06,74.24,9,2010-01-01,2018-01-01,87.26,99.94,74.20,Often on winning side
0791916121004,Lennart,Andersson,S,1927,MAN,Avliden  2016-08-18,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0163254848207,Eva,Zetterberg,V,1947,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0397205342021,Johan,Britz,L,1975,MAN,Arbetsmarknadsminister,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
eb6096a0-93d7-48ab-bef2-9d30faa62926,Sven,Andersson,S,1910,MAN,Inga uppdrag,Södermanlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
a13cf281-a59f-474d-bcad-e3f7e21614bc,Rolf,Örjes,C,1932,MAN,Inga uppdrag,Stockholms län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0230805519613,Rene,Francis,M,1951,MAN,Tidigare ersättare,Örebro län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0650522511709,Per,Gahrton,MP,1943,MAN,Avliden  2023-09-19,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
bc13acdd-db30-44da-8c89-a3b06b2321b5,Åke,Larsson,S,1910,MAN,Inga uppdrag,Örebro län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0665485817222,Daniel,Bäckström,C,1975,MAN,Tjänstgörande riksdagsledamot,Värmlands län,1768383,53.59,15.21,24.88,0.06,48.85,14,2013-01-01,2026-01-01,75.12,99.94,48.82,Generally aligned
0925652297119,Per,Ramhorn,SD,1967,MAN,Tidigare riksdagsledamot,Malmö kommun,1971850,55.19,16.34,23.11,0.07,44.00,13,2010-01-01,2022-01-01,76.89,99.93,43.97,Generally aligned
0163772273014,Anna,Vedin,M,1966,KVINNA,Tillgänglig ersättare,Västra Götalands läns västra,55491,57.99,17.86,15.23,0.00,100.00,1,2024-01-01,2024-01-01,84.77,100.00,100.00,Often on winning side
0828001951212,Ingemar,Kihlström,KD,1966,MAN,Tjänstgörande riksdagsledamot,Västra Götalands läns södra,1179620,47.79,14.39,30.76,0.00,52.34,9,2018-01-01,2026-01-01,69.24,100.00,52.34,Frequently absent
0666354900406,Eva,Johansson,S,1947,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0480339311713,Annika,Eclund,KD,1961,KVINNA,Tidigare riksdagsledamot,Västra Götalands läns östra,1183808,63.63,18.53,12.75,0.03,73.58,9,2010-01-01,2018-01-01,87.25,99.97,73.56,Often on winning side
0928223863802,Berit,Jóhannesson,V,1946,KVINNA,Tidigare riksdagsledamot,Göteborgs kommun,654026,58.70,19.31,17.05,0.05,64.51,5,2002-01-01,2006-01-01,82.95,99.95,64.48,Generally aligned
0694077681517,Lennart,Gustavsson,V,1954,MAN,Tidigare riksdagsledamot,Västerbottens län,654026,58.70,19.31,17.05,0.05,63.23,5,2002-01-01,2006-01-01,82.95,99.95,63.20,Generally aligned
0346540621005,Jan,Strömdahl,V,1937,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0314880166319,Agneta,Karlsson,S,1962,KVINNA,Tidigare ersättare,Stockholms län,38390,65.38,18.80,10.30,0.00,48.18,1,2013-01-01,2013-01-01,89.70,100.00,48.18,Generally aligned
0888276520804,Gunnel,Liljegren,M,1927,KVINNA,Avliden  2025-11-28,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
025877594729,John,Widegren,M,1980,MAN,Tjänstgörande riksdagsledamot,Östergötlands län,1211728,48.15,14.50,30.33,0.00,58.81,10,2017-01-01,2026-01-01,69.67,100.00,58.81,Frequently absent
0628005785225,Jörgen,Berglund,M,1974,MAN,Tjänstgörande riksdagsledamot,Västernorrlands län,1179620,47.79,14.39,30.76,0.00,55.09,9,2018-01-01,2026-01-01,69.24,100.00,55.09,Frequently absent
0157778896604,Iris,Mårtensson,S,1932,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0802826314426,Sofia,Arkelsten,M,1976,KVINNA,Tidigare riksdagsledamot,Stockholms kommun,1613776,60.71,20.80,14.15,0.02,73.79,13,2006-01-01,2018-01-01,85.85,99.98,73.78,Often on winning side
0286353661902,Peter Weibull,Bernström,M,1946,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0547805254924,Jessica,Thunander,V,1973,KVINNA,Tidigare riksdagsledamot,Västra Götalands läns östra,728014,40.74,12.65,40.83,0.00,36.20,5,2018-01-01,2022-01-01,59.17,100.00,36.20,Frequently absent
0685529743005,Mariana,Wallin,FP,1934,KVINNA,Tidigare ersättare,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
016950536026,Hanna,Wigh,-,1986,KVINNA,Tidigare riksdagsledamot,Norrbottens län,613193,63.91,16.86,13.59,0.85,23.68,5,2014-01-01,2018-01-01,86.41,99.15,23.48,Generally aligned
0997123540801,Agneta,Brendt,S,1946,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
6e3565c7-b617-4346-8b13-accf21207889,Björn,Molin,L,1932,MAN,Inga uppdrag,Göteborgs kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0512510717328,Ebba,Busch,KD,1987,KVINNA,Energi- och näringsminister,Västra Götalands läns östra,728014,40.74,12.65,40.83,0.00,10.93,5,2018-01-01,2022-01-01,59.17,100.00,10.93,Frequently absent
0472624390304,Hans,Karlsson,S,1946,MAN,Tidigare statsråd,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0150538503507,Wivi-Anne,Cederqvist,S,1932,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
fe611d26-89f6-4b63-9b55-02f30630da91,Håkan,Hansson,C,1952,MAN,Inga uppdrag,Malmöhus län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
1a7df1bc-fe3c-46d6-afc5-00e3a18069ce,Rolf,Wirtén,L,1931,MAN,Inga uppdrag,Jönköpings län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0746654685605,Ingegerd,Wärnersson,S,1947,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0489096664719,Sten,Lundström,V,1952,MAN,Tidigare riksdagsledamot,Malmö kommun,654026,58.70,19.31,17.05,0.11,64.67,5,2002-01-01,2006-01-01,82.95,99.89,64.60,Generally aligned
0292756653724,Henrik,von Sydow,M,1976,MAN,Tidigare riksdagsledamot,Hallands län,1703469,58.94,21.56,15.38,0.16,67.90,13,2002-01-01,2014-01-01,84.62,99.84,67.79,Generally aligned
0658668232410,Per,Bill,M,1958,MAN,Tidigare riksdagsledamot,Uppsala län,1831901,59.40,21.26,15.18,0.13,73.35,14,2002-01-01,2015-01-01,84.82,99.87,73.25,Often on winning side
0304188758405,Åke,Wictorsson,S,1932,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0764949934324,Ulrika,Heindorff,M,1983,KVINNA,Tjänstgörande riksdagsledamot,Skåne läns västra,845627,50.67,14.99,27.47,0.00,51.80,10,2015-01-01,2026-01-01,72.53,100.00,51.80,Frequently absent
08644719105,Anna,Lilliehöök,M,1947,KVINNA,Tidigare riksdagsledamot,Stockholms kommun,1106330,56.43,22.38,17.26,0.16,56.91,9,2002-01-01,2010-01-01,82.74,99.84,56.82,Generally aligned
0575584900819,Daniel,Färm,S,1972,MAN,Tidigare ersättare,Stockholms län,17450,11.13,4.37,84.09,0.00,92.00,1,2021-01-01,2021-01-01,15.91,100.00,92.00,Frequently absent
027ac4b3-059d-4094-852a-1b2d43435abe,Torsten,Stridsman,C,1926,MAN,Inga uppdrag,Norrbottens län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
c88e5d7d-ed74-4b97-9c38-c82ae236baa4,Sigfrid,Löfgren,L,1908,MAN,Inga uppdrag,"Fyrstadskretsen 1971-1975/76
(Ledamot av Andra k",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
098412828516,Magdalena,Andersson,S,1967,KVINNA,Tjänstgörande riksdagsledamot,Stockholms län,451606,59.15,17.20,14.54,0.00,23.73,5,2022-01-01,2026-01-01,85.46,100.00,23.73,Generally aligned
0245874897406,Marianne,Beyer,FP,1947,KVINNA,Tidigare ersättare,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0598792324417,Ulrika,Jörgensen,M,1967,KVINNA,Tillgänglig ersättare,Hallands län,728014,40.74,12.65,40.83,0.00,35.72,5,2018-01-01,2022-01-01,59.17,100.00,35.72,Frequently absent
0924240425218,Michael,Lund,S,1962,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
ac8f21bb-0307-4e5b-893c-820d76a8cb0f,Alf,Pettersson,S,1935,MAN,Inga uppdrag,Fyrstadskretsen 1971-1973,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0360160202728,Emma,Ahlström Köster,M,1987,KVINNA,Tjänstgörande riksdagsledamot,Skåne läns södra,558051,49.95,14.56,27.80,0.00,78.11,6,2021-01-01,2026-01-01,72.20,100.00,78.11,Frequently absent
0592345073323,Anna,af Sillén,M,1976,KVINNA,Tjänstgörande statsrådsersättare,Södermanlands län,451606,59.15,17.20,14.54,0.00,83.46,5,2022-01-01,2026-01-01,85.46,100.00,83.46,Often on winning side
0198917587520,Maj,Karlsson,V,1980,KVINNA,Tjänstgörande riksdagsledamot,Göteborgs kommun,1792813,53.30,15.23,24.89,0.00,40.18,13,2014-01-01,2026-01-01,75.11,100.00,40.18,Generally aligned
0916454726102,Anders,Sjölund,M,1948,MAN,Tidigare riksdagsledamot,Västerbottens län,9074,56.69,20.10,19.23,0.00,0.00,1,2004-01-01,2004-01-01,80.77,100.00,0.00,Generally aligned
0611811040102,Elisabet,Franzén,MP,1941,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0316870450511,Harald,Hjalmarsson,M,1963,MAN,Tidigare ersättare,Kalmar län,96324,14.63,4.37,78.63,0.00,4.35,1,2020-01-01,2020-01-01,21.37,100.00,4.35,Frequently absent
fd9cec72-934b-4fe5-b7c4-9291a26e8a3a,Lennart,Bladh,S,1920,MAN,Inga uppdrag,Kristianstads län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0466882162014,Jörgen,Persson,S,1966,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0698463786600,Göran,Norlander,S,1945,MAN,Tidigare riksdagsledamot,Västernorrlands län,654026,58.70,19.31,17.05,0.00,94.98,5,2002-01-01,2006-01-01,82.95,100.00,94.98,Often on winning side
0722683622001,Lars,Jilmstad,M,1946,MAN,Tillgänglig ersättare,Stockholms kommun,660657,37.50,12.26,44.59,0.11,38.03,5,2019-01-01,2025-01-01,55.41,99.89,37.99,Frequently absent
0603753860213,Carina,Ståhl Herrstedt,SD,1971,KVINNA,Avgången riksdagsledamot,Skåne läns västra,2286299,55.80,16.46,21.93,0.09,45.61,16,2010-01-01,2025-01-01,78.07,99.91,45.57,Generally aligned
0469084171710,Ulrika,Westerlund,MP,1972,KVINNA,Tjänstgörande riksdagsledamot,Stockholms kommun,451606,59.15,17.20,14.54,0.08,31.99,5,2022-01-01,2026-01-01,85.46,99.92,31.96,Generally aligned
0476362590123,Louise,Mörk,S,1993,KVINNA,Tillgänglig ersättare,Norrbottens län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
efb21051-5a3b-4ab7-b3e3-f94fdb4ec3ad,Sven,Antby,L,1908,MAN,Inga uppdrag,Älvsborgs läns norr,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
