hjid,country_id,country_value,data_value,indicator_id,indicator_value,year_date,data__data_element_hjid
2833563,US,United States,238.1498,EN.GHG.N2O.MT.CE.AR5,Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),2006,
2711997,DK,Denmark,"",SG.VAW.GOES.ZS,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),1985,
2615595,FI,Finland,"",SE.PRM.TCAQ.FE.ZS,"Trained teachers in primary education, female (% of female teachers)",1984,
2340337,FI,Finland,"",SE.ADT.1524.LT.ZS,"Literacy rate, youth total (% of people ages 15-24)",1962,
2610723,DK,Denmark,"",FB.CBK.BRCH.P5,"Commercial bank branches (per 100,000 adults)",1983,
2451854,SE,Sweden,239916814236.17,NE.CON.PRVT.CD,Households and NPISHs Final consumption expenditure (current US$),2019,
2683546,DK,Denmark,"",SH.STA.SUIC.P5,"Suicide mortality rate (per 100,000 population)",1962,
2805861,US,United States,"",IC.FRM.NPRD.ZS,"Firms that introduced a new product/service and process, and spent on R&D",1982,
2793609,NO,Norway,"",NE.CON.GOVT.CN,General government final consumption expenditure (current LCU),1961,
2626885,GB,United Kingdom,3147579327299.14,NY.GDP.MKTP.PP.KD,"GDP, PPP (constant 2021 international $)",2020,
2763796,DK,Denmark,"",IQ.CPA.MACR.XQ,CPIA macroeconomic management rating (1=low to 6=high),2003,
2547688,DK,Denmark,"",SL.IND.EMPL.FE.ZS,"Employment in industry, female (% of female employment) (modeled ILO estimate)",1973,
2312303,SE,Sweden,"",SE.SEC.PROG.FE.ZS,"Progression to secondary school, female (%)",1974,
2803129,GB,United Kingdom,46729.3304095683,NY.GNP.PCAP.KD,GNI per capita (constant 2015 US$),2023,
2944097,NO,Norway,"",CM.MKT.TRAD.CD,"Stocks traded, total value (current US$)",1962,
2391880,FI,Finland,"",DT.TDS.DPPG.CD,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",2001,
2703420,GB,United Kingdom,"",DC.DAC.ESTL.CD,"Net bilateral aid flows from DAC donors, Estonia (current US$)",1966,
2793296,FI,Finland,3874,IS.RRS.PASG.KM,"Railways, passengers carried (million passenger-km)",2014,
2893085,US,United States,"",SE.PRE.TCAQ.ZS,Trained teachers in preprimary education (% of total teachers),1975,
3025095,NO,Norway,1746591268648.57,NY.GDY.TOTL.KN,Gross domestic income (constant LCU),1991,
2408724,SE,Sweden,"",ST.INT.RCPT.CD,"International tourism, receipts (current US$)",2017,
2780346,DK,Denmark,5.514624999,PA.NUS.FCRF,"Official exchange rate (LCU per US$, period average)",1978,
2946958,FI,Finland,3966871438,TX.VAL.TECH.CD,High-technology exports (current US$),2016,
2983733,GB,United Kingdom,47.205,SL.EMP.1524.SP.MA.ZS,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",2023,
2789950,GB,United Kingdom,5.27073429647385,SP.POP.5559.MA.5Y,"Population ages 55-59, male (% of male population)",1990,
3023606,NO,Norway,"",IC.BRE.LB.P3,B-READY: Labor Pillar 3: Operational Efficiency of Labor Regulations and Public Services in Practice,2017,
2400255,SE,Sweden,0.545293630627801,GC.TAX.INTT.RV.ZS,Taxes on international trade (% of revenue),1985,
2707262,GB,United Kingdom,5.489213755372,NY.ADJ.AEDU.GN.ZS,Adjusted savings: education expenditure (% of GNI),2015,
2631855,NO,Norway,"",DT.NFL.PRVT.CD,"PPG, private creditors (NFL, US$)",1990,
2933973,FI,Finland,"",FX.OWN.TOTL.40.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",2009,
2547216,DK,Denmark,76.505,SL.TLF.ACTI.1524.MA.NE.ZS,"Labor force participation rate for ages 15-24, male (%) (national estimate)",1990,
2757019,NO,Norway,5.92155580761114,SP.POP.0004.FE.5Y,"Population ages 00-04, female (% of female population)",1987,
3000058,GB,United Kingdom,"",DC.DAC.DEUL.CD,"Net bilateral aid flows from DAC donors, Germany (current US$)",2018,
2526503,SE,Sweden,99.4182281494141,SE.PRM.PRS5.FE.ZS,"Persistence to grade 5, female (% of cohort)",2006,
2727162,FI,Finland,6.28962019319794,SP.POP.3539.MA.5Y,"Population ages 35-39, male (% of male population)",2012,
2765613,DK,Denmark,"",IC.BRE.LB.P1,B-READY: Labor Pillar 1: Quality of Labor Regulations,1961,
2712784,GB,United Kingdom,"",SE.TER.CUAT.MS.MA.ZS,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",1995,
2694469,DK,Denmark,8.35305233919677,GC.XPN.INTP.ZS,Interest payments (% of expense),2001,
2739049,US,United States,"",AG.LND.IRIG.AG.ZS,Agricultural irrigated land (% of total agricultural land),1993,
2693590,DK,Denmark,348811132000,NE.CON.PRVT.CN,Households and NPISHs Final consumption expenditure (current LCU),1985,
2879154,US,United States,"",SH.STA.SUIC.MA.P5,"Suicide mortality rate, male (per 100,000 male population)",1982,
2847058,US,United States,24191,SH.DTH.IMRT,Number of infant deaths,2011,
2303100,DK,Denmark,"",SH.DTH.NCOM.ZS,"Cause of death, by non-communicable diseases (% of total)",1969,
2852071,US,United States,94.9532296473716,FX.OWN.TOTL.ZS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),2021,
3002351,NO,Norway,"",SE.PRM.PRS5.MA.ZS,"Persistence to grade 5, male (% of cohort)",1965,
2483231,SE,Sweden,"",FB.CBK.DPTR.P3,"Depositors with commercial banks (per 1,000 adults)",2003,
2458117,NO,Norway,"",FB.CBK.BRCH.P5,"Commercial bank branches (per 100,000 adults)",2019,
2691845,DK,Denmark,126829311000,NE.RSB.GNFS.CN,External balance on goods and services (current LCU),2016,
3012119,NO,Norway,"",SH.MLR.NETS.ZS,Use of insecticide-treated bed nets (% of under-5 population),2003,
2474950,SE,Sweden,"",SE.ENR.TERT.FM.ZS,"School enrollment, tertiary (gross), gender parity index (GPI)",1971,
2894333,US,United States,24276130895657.9,NY.GDP.MKTP.PP.KD,"GDP, PPP (constant 2021 international $)",2022,
2831262,NO,Norway,57835734194.3144,NE.IMP.GNFS.KD,Imports of goods and services (constant 2015 US$),1996,
2395028,GB,United Kingdom,"",DT.DOD.PVLX.GN.ZS,Present value of external debt (% of GNI),2003,
2793369,US,United States,"",SE.SEC.TCAQ.LO.FE.ZS,"Trained teachers in lower secondary education, female (% of female teachers)",2006,
2933756,FI,Finland,1.22914286423162,NV.IND.MANF.KD.ZG,"Manufacturing, value added (annual % growth)",1992,
2988145,GB,United Kingdom,"",SE.PRM.CUAT.ZS,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2008,
2833806,US,United States,"",DT.NFL.PCBK.CD,"PPG, commercial banks (NFL, current US$)",1963,
3024295,NO,Norway,"",IC.BRE.US.OS,B-READY: Utility Services: Overall Score,1979,
2983135,GB,United Kingdom,15.4878378115577,EN.URB.LCTY.UR.ZS,Population in the largest city (% of urban population),2002,
2760452,GB,United Kingdom,26.7077256068954,BX.GSR.TRVL.ZS,"Travel services (% of service exports, BoP)",1989,
2830223,GB,United Kingdom,3.62432445605341,BM.GSR.INSF.ZS,"Insurance and financial services (% of service imports, BoP)",1993,
2925304,FI,Finland,24.3732600853749,SP.POP.DPND.OL,"Age dependency ratio, old (% of working-age population)",2006,
2962630,FI,Finland,17.6,SI.DST.03RD.20,Income share held by third 20%,2023,
2800062,US,United States,6184.0611,EN.GHG.ALL.LU.MT.CE.AR5,Total greenhouse gas emissions including LULUCF (Mt CO2e),2005,
2856028,US,United States,"",SL.UEM.BASC.MA.ZS,"Unemployment with basic education, male (% of male labor force with basic education)",1973,
2330406,SE,Sweden,"",EN.BIR.THRD.NO,"Bird species, threatened",2007,
2738857,DK,Denmark,"",DT.NFL.PCBO.CD,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",1984,
2355719,SE,Sweden,"",DT.TDS.DPPF.XP.ZS,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",1970,
2458087,SE,Sweden,"",DC.DAC.POLL.CD,"Net bilateral aid flows from DAC donors, Poland (current US$)",1984,
2425068,NO,Norway,73.864,SL.TLF.CACT.NE.ZS,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",1998,
2472114,SE,Sweden,"",LP.LPI.LOGS.XQ,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),2006,
2590741,US,United States,"",NY.ADJ.NNTY.PC.KD,Adjusted net national income per capita (constant 2015 US$),1963,
2732202,DK,Denmark,"",per_sa_allsa.cov_q4_tot,Coverage of social safety net programs in 4th quintile (% of population),1966,
2901207,US,United States,69.0725450539258,SL.SRV.EMPL.MA.ZS,"Employment in services, male (% of male employment) (modeled ILO estimate)",2017,
2913207,FI,Finland,"",SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",2024,
2670936,NO,Norway,98.9939575195312,SE.PRM.PRS5.ZS,"Persistence to grade 5, total (% of cohort)",1978,
2960589,FI,Finland,100,SE.PRM.CUAT.MA.ZS,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",2022,
2516214,US,United States,"",IC.BRE.FS.P2,B-READY: Financial Services Pillar 2: Accessibility of Information in Credit Infrastructure,2020,
2399287,NO,Norway,61.2207190656604,FM.AST.PRVT.GD.ZS,Monetary Sector credit to private sector (% GDP),1988,
2549676,GB,United Kingdom,209142602000,NE.CON.TOTL.CN,Final consumption expenditure (current LCU),1980,
2752700,GB,United Kingdom,0,IT.CEL.SETS,Mobile cellular subscriptions,1977,
2763625,FI,Finland,"",DT.NFL.PNGB.CD,"PNG, bonds (NFL, current US$)",1979,
2621736,DK,Denmark,174618526924.315,NY.EXP.CAPM.KN,Exports as a capacity to import (constant LCU),1974,
2768178,NO,Norway,"",DT.ODA.ODAT.CD,Net official development assistance received (current US$),1976,
2736710,DK,Denmark,"",EN.GHG.CO2.LU.OS.MT.CE.AR5,Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),1997,
2353557,SE,Sweden,"",GE.EST,Government Effectiveness: Estimate,1962,
2557754,FI,Finland,"",DC.DAC.GRCL.CD,"Net bilateral aid flows from DAC donors, Greece (current US$)",1982,
2592726,DK,Denmark,2.3,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2011,
2951713,FI,Finland,"",IC.BRE.IT.P2,B-READY: International Trade Pillar 2: Quality of Public Services for the Facilitation of International Trade,2005,
2890160,US,United States,"",SL.TLF.0714.SW.ZS,"Children in employment, study and work (% of children in employment, ages 7-14)",2021,
2969501,GB,United Kingdom,"",IC.BUS.NREG,New businesses registered (number),2024,
2810831,GB,United Kingdom,"",per_si_allsi.cov_q2_tot,Coverage of social insurance programs in 2nd quintile (% of population),1988,
2924483,FI,Finland,3437018,SP.POP.1564.TO,"Population ages 15-64, total",2018,
2828399,GB,United Kingdom,"",SL.AGR.0714.ZS,Child employment in agriculture (% of economically active children ages 7-14),2022,
2952788,FI,Finland,3180.1,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1983,
2997273,GB,United Kingdom,11.41,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)",2021,
2599414,GB,United Kingdom,"",IC.FRM.LOTM.ZS,Firms where largest owner is also the top manager (% of firms),1985,
3005406,NO,Norway,405468,SP.POP.0014.FE.IN,"Population ages 0-14, female",1985,
2737001,DK,Denmark,"",SH.STA.STNT.ME.MA.ZS,"Prevalence of stunting, height for age, male (modeled estimate, % of children under 5)",1966,
3014780,NO,Norway,"",SH.STA.HYGN.RU.ZS,"People with basic handwashing facilities including soap and water, rural (% of rural population)",1985,
2976427,GB,United Kingdom,10166000000,GC.AST.TOTL.CN,Net acquisition of financial assets (current LCU),2006,
3001677,NO,Norway,"",TM.TAX.MANF.WM.AR.ZS,"Tariff rate, applied, weighted mean, manufactured products (%)",1960,
2748675,FI,Finland,"",EG.USE.COMM.GD.PP.KD,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",1977,
2468174,SE,Sweden,"",SI.SPR.PCAP.ZG,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",1999,
2374945,SE,Sweden,"",per_lm_alllm.adq_pop_tot,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),2024,
2720596,GB,United Kingdom,"",EN.GHG.CO2.RT.GDP.KD,Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),1966,
2866101,US,United States,"",NE.GDI.FPRV.ZS,"Gross fixed capital formation, private sector (% of GDP)",2006,
2737222,DK,Denmark,5.65167043969722,GC.NLD.TOTL.GD.ZS,Net lending (+) / net borrowing (-) (% of GDP),2005,
2419011,GB,United Kingdom,"",SL.SLF.0714.FE.ZS,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",1987,
2565403,SE,Sweden,"",SE.TER.CUAT.MS.MA.ZS,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",1981,
2771959,DK,Denmark,"",DT.ODA.ODAT.XP.ZS,Net ODA received (% of central government expense),2016,
2330027,DK,Denmark,101.79852,SE.PRM.GINT.MA.ZS,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",1971,
2733415,DK,Denmark,45.5295862400865,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2001,
2888621,FI,Finland,48.70649,SE.PRM.ENRL.FE.ZS,"Primary education, pupils (% female)",2013,
2384882,NO,Norway,"",DT.NFL.WITC.CD,"Net official flows from UN agencies, WTO-ITC (current US$)",1989,
2720209,US,United States,"",SH.STA.HYGN.UR.ZS,"People with basic handwashing facilities including soap and water, urban (% of urban population)",2008,
3382105,FI,Finland,1.19273806537651,VC.IHR.PSRC.FE.P5,"Intentional homicides, female (per 100,000 female)",1999,
2912234,FI,Finland,1.95395814240622,SP.POP.7579.MA.5Y,"Population ages 75-79, male (% of male population)",1989,
2718536,DK,Denmark,"",DT.NFL.FAOG.CD,"Net official flows from UN agencies, FAO (current US$)",1961,
3002908,NO,Norway,6,SE.PRM.AGES,Primary school starting age (years),2006,
2437775,NO,Norway,"",IC.ELC.DURS,Time to obtain an electrical connection (days),1985,
2863242,US,United States,"",SI.POV.NAHC,Poverty headcount ratio at national poverty lines (% of population),2023,
2541087,DK,Denmark,"",TM.TAX.MRCH.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, all products (%)",2023,
2440591,FI,Finland,"",SE.TER.CUAT.MS.FE.ZS,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",1996,
2966852,GB,United Kingdom,"",EN.GHG.CO2.LU.MT.CE.AR5,Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),1970,
2781282,DK,Denmark,2218565155000,NY.GDP.MKTP.KN,GDP (constant LCU),2016,
2561270,SE,Sweden,141728709.951391,BN.TRF.KOGT.CD,"Net capital account (BoP, current US$)",2024,
2753295,NO,Norway,"",GC.AST.TOTL.CN,Net acquisition of financial assets (current LCU),1982,
2372160,SE,Sweden,4.2898,EN.GHG.CO2.IP.MT.CE.AR5,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),2012,
2839057,US,United States,0.948911975142939,AG.LND.ARBL.HA.PC,Arable land (hectares per person),1963,
2719669,US,United States,"",SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",1963,
2406483,SE,Sweden,"",DT.DOD.DSTC.ZS,Short-term debt (% of total external debt),1973,
2743729,DK,Denmark,3.8,SP.DYN.IMRT.MA.IN,"Mortality rate, infant, male (per 1,000 live births)",2013,
3013002,NO,Norway,"",FR.INR.RISK,"Risk premium on lending (lending rate minus treasury bill rate, %)",1994,
2981541,GB,United Kingdom,0.223207459672551,NE.CON.GOVT.KD.ZG,General government final consumption expenditure (annual % growth),2013,
2760964,DK,Denmark,62.693,SL.EMP.TOTL.SP.ZS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1999,
2357502,SE,Sweden,1.31028718118228,VC.IHR.PSRC.MA.P5,"Intentional homicides, male (per 100,000 male)",2001,
2329031,SE,Sweden,16.803,EN.GHG.CO2.TR.MT.CE.AR5,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),1983,
2579626,SE,Sweden,215216146730.009,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2015 US$),1983,
2995773,GB,United Kingdom,"",IC.BRE.BL.P1,B-READY: Business Location Pillar 1: Quality of Regulations for Business Location,1960,
2854476,US,United States,18.8216095807267,FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)",2005,
2712690,US,United States,"",SL.TLF.0714.SW.FE.TM,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",2024,
2552898,DK,Denmark,11849303871.2687,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),1977,
2831195,US,United States,6922397805000,NE.CON.PRVT.KD,Households and NPISHs Final consumption expenditure (constant 2015 US$),1994,
2488918,SE,Sweden,35.5305998668645,EG.USE.COMM.FO.ZS,Fossil fuel energy consumption (% of total),1991,
2765193,GB,United Kingdom,"",IC.BUS.NDNS.ZS,"New business density (new registrations per 1,000 people ages 15-64)",1981,
2431369,SE,Sweden,"",GE.STD.ERR,Government Effectiveness: Standard Error,2024,
2764629,DK,Denmark,"",DT.TDS.DPPG.CD,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",2023,
2350182,US,United States,17.5063858,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2021,
2543600,FI,Finland,"",SH_UHC_FH40_PUSHED,Proportion of population pushed into poverty (based on the societal poverty line) due to out-of-pocket health expenditure (%),1982,
2992294,GB,United Kingdom,0,SH.SVR.WAST.MA.ZS,"Prevalence of severe wasting, weight for height, male (% of children under 5)",2009,
2840752,US,United States,"",DT.NFL.BOND.CD,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",1964,
2887625,US,United States,-525969000000,BN.FIN.TOTL.CD,"Net financial account (BoP, current US$)",2011,
2402641,NO,Norway,"",SH.STA.ARIC.ZS,ARI treatment (% of children under 5 taken to a health provider),1996,
2751168,NO,Norway,"",SH.SVR.WAST.MA.ZS,"Prevalence of severe wasting, weight for height, male (% of children under 5)",1999,
2507862,US,United States,44.1644756224222,FM.LBL.BMNY.IR.ZS,Broad money to total reserves ratio,1972,
2971341,GB,United Kingdom,"",DT.NFL.UNEC.CD,"Net official flows from UN agencies, UNECE (current US$)",1989,
2943920,FI,Finland,33.6648178094821,GC.REV.SOCL.ZS,Social contributions (% of revenue),2009,
2525207,FI,Finland,"",IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),2006,
2450496,SE,Sweden,"",SI.POV.LMIC,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population),1997,
