ministry_code,committee,decision_type,decision_quarter,decision_year,quarter_num,total_proposals,approved_proposals,rejected_proposals,referred_back_proposals,committee_referral_proposals,other_decisions,approval_rate,rejection_rate,committee_referral_rate,earliest_proposal_date,latest_proposal_date
FI," Bifall,  Delvis bifall,  Bifall",Röstning,2006-01-01 00:00:00+00,2006,1,1,1,0,0,0,0,100.00,0.00,0.00,2006-03-21,2006-03-21
FI, Bifall,Acklamation,2005-10-01 00:00:00+00,2005,4,5,5,0,0,0,0,100.00,0.00,0.00,2005-10-05,2005-10-20
FI, Delvis bifall,Acklamation,2002-10-01 00:00:00+00,2002,4,1,1,0,0,0,0,100.00,0.00,0.00,2002-11-13,2002-11-13
Finansdepartementet,Bifall,"",2022-01-01 00:00:00+00,2022,1,1,1,0,0,0,0,100.00,0.00,0.00,2022-01-11,2022-01-11
S, Bifall,Acklamation,2009-01-01 00:00:00+00,2009,1,5,5,0,0,0,0,100.00,0.00,0.00,2009-01-27,2009-03-17
N, Bifall,Röstning,2004-01-01 00:00:00+00,2004,1,1,1,0,0,0,0,100.00,0.00,0.00,2004-03-17,2004-03-17
U, Bifall,Acklamation,2014-01-01 00:00:00+00,2014,1,3,3,0,0,0,0,100.00,0.00,0.00,2014-02-06,2014-03-11
Justitiedepartementet,bifall,"",2001-01-01 00:00:00+00,2001,1,25,0,0,0,25,0,0.00,0.00,100.00,2001-01-01,2001-01-01
U," Bifall,  Delvis bifall",Acklamation,2014-04-01 00:00:00+00,2014,2,1,1,0,0,0,0,100.00,0.00,0.00,2014-04-03,2014-04-03
FI, Bifall,Acklamation,2009-10-01 00:00:00+00,2009,4,13,13,0,0,0,0,100.00,0.00,0.00,2009-10-01,2009-12-09
JU, Bifall,Röstning,2003-10-01 00:00:00+00,2003,4,2,2,0,0,0,0,100.00,0.00,0.00,2003-12-15,2003-12-29
U, Bifall,Röstning,2011-04-01 00:00:00+00,2011,2,1,1,0,0,0,0,100.00,0.00,0.00,2011-04-13,2011-04-13
UD, Bifall,Acklamation,2009-07-01 00:00:00+00,2009,3,1,1,0,0,0,0,100.00,0.00,0.00,2009-07-01,2009-07-01
Justitiedepartementet,Bifall,"",2024-10-01 00:00:00+00,2024,4,2,2,0,0,0,0,100.00,0.00,0.00,2024-10-01,2024-10-01
N," Bifall,  Bifall",Acklamation,2004-04-01 00:00:00+00,2004,2,1,1,0,0,0,0,100.00,0.00,0.00,2004-04-22,2004-04-22
FI, Bifall,Acklamation,2010-04-01 00:00:00+00,2010,2,4,4,0,0,0,0,100.00,0.00,0.00,2010-04-01,2010-04-22
FI,"","",2009-01-01 00:00:00+00,2009,1,1,1,0,0,0,0,100.00,0.00,0.00,2009-01-01,2009-01-01
U, Bifall,Acklamation,2007-01-01 00:00:00+00,2007,1,2,2,0,0,0,0,100.00,0.00,0.00,2007-03-21,2007-03-29
Utrikesdepartementet,Bifall,"",2016-01-01 00:00:00+00,2016,1,2,2,0,0,0,0,100.00,0.00,0.00,2016-03-09,2016-03-17
UD, Bifall,Röstning,2008-10-01 00:00:00+00,2008,4,1,1,0,0,0,0,100.00,0.00,0.00,2008-11-14,2008-11-14
Landsbygds- och infrastrukturdepartementet,Bifall,"",2023-10-01 00:00:00+00,2023,4,3,3,0,0,0,0,100.00,0.00,0.00,2023-10-03,2023-12-21
Näringsdepartementet,Bifall,"",2017-07-01 00:00:00+00,2017,3,1,1,0,0,0,0,100.00,0.00,0.00,2017-09-14,2017-09-14
FI, Bifall,Acklamation,2013-04-01 00:00:00+00,2013,2,5,5,0,0,0,0,100.00,0.00,0.00,2013-04-15,2013-06-26
Ju," Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2010-10-01 00:00:00+00,2010,4,1,1,0,0,0,0,100.00,0.00,0.00,2010-10-18,2010-10-18
Socialdepartementet,Bifall,"",2016-01-01 00:00:00+00,2016,1,7,7,0,0,0,0,100.00,0.00,0.00,2016-01-01,2016-03-22
Miljö- och energidepartementet,Bifall,"",2015-01-01 00:00:00+00,2015,1,4,4,0,0,0,0,100.00,0.00,0.00,2015-01-01,2015-03-17
N,"","",2001-04-01 00:00:00+00,2001,2,1,0,0,0,1,0,0.00,0.00,100.00,2001-05-10,2001-05-10
JU," Bifall,  Bifall",Acklamation,2010-01-01 00:00:00+00,2010,1,1,1,0,0,0,0,100.00,0.00,0.00,2010-03-19,2010-03-19
Finansdepartementet,Bifall,"",2021-10-01 00:00:00+00,2021,4,3,3,0,0,0,0,100.00,0.00,0.00,2021-12-20,2021-12-20
Finansdepartementet,Bifall,"",2018-01-01 00:00:00+00,2018,1,3,3,0,0,0,0,100.00,0.00,0.00,2018-01-23,2018-01-30
Miljö- och energidepartementet,Bifall,"",2017-07-01 00:00:00+00,2017,3,1,1,0,0,0,0,100.00,0.00,0.00,2017-07-04,2017-07-04
M, Bifall,Röstning,2014-01-01 00:00:00+00,2014,1,1,1,0,0,0,0,100.00,0.00,0.00,2014-03-18,2014-03-18
FI," Bifall,  Delvis bifall",Röstning,2004-01-01 00:00:00+00,2004,1,1,1,0,0,0,0,100.00,0.00,0.00,2004-03-31,2004-03-31
U t.o.m. 1 jan-07, Bifall,Acklamation,2005-10-01 00:00:00+00,2005,4,1,1,0,0,0,0,100.00,0.00,0.00,2005-10-26,2005-10-26
S," Bifall,  Bifall,  Bifall",Röstning,2007-01-01 00:00:00+00,2007,1,1,1,0,0,0,0,100.00,0.00,0.00,2007-03-20,2007-03-20
M  t.o.m. 1 jan-07," Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2005-01-01 00:00:00+00,2005,1,1,1,0,0,0,0,100.00,0.00,0.00,2005-01-26,2005-01-26
JO,Bifall,"",2002-01-01 00:00:00+00,2002,1,1,0,0,0,1,0,0.00,0.00,100.00,2002-03-21,2002-03-21
Näringsdepartementet,Bifall,"",2016-04-01 00:00:00+00,2016,2,4,4,0,0,0,0,100.00,0.00,0.00,2016-04-05,2016-06-21
FI, Delvis bifall,Acklamation,2005-10-01 00:00:00+00,2005,4,1,1,0,0,0,0,100.00,0.00,0.00,2005-12-14,2005-12-14
Landsbygds- och infrastrukturdepartementet,Bifall,"",2025-04-01 00:00:00+00,2025,2,6,6,0,0,0,0,100.00,0.00,0.00,2025-04-15,2025-06-11
N, Bifall,Acklamation,2009-01-01 00:00:00+00,2009,1,9,9,0,0,0,0,100.00,0.00,0.00,2009-01-19,2009-03-18
UD, Bifall,Acklamation,2009-01-01 00:00:00+00,2009,1,2,2,0,0,0,0,100.00,0.00,0.00,2009-01-29,2009-02-09
UD, Bifall,Acklamation,2013-10-01 00:00:00+00,2013,4,1,1,0,0,0,0,100.00,0.00,0.00,2013-10-16,2013-10-16
Klimat- och näringslivsdepartementet,Bifall,"",2024-04-01 00:00:00+00,2024,2,1,1,0,0,0,0,100.00,0.00,0.00,2024-06-05,2024-06-05
Ku," Bifall,  Bifall",Acklamation,2009-01-01 00:00:00+00,2009,1,1,1,0,0,0,0,100.00,0.00,0.00,2009-03-12,2009-03-12
FI," Bifall,  Bifall",Acklamation,2004-10-01 00:00:00+00,2004,4,1,1,0,0,0,0,100.00,0.00,0.00,2004-12-22,2004-12-22
Finansdepartementet,Bifall,"",2025-04-01 00:00:00+00,2025,2,8,8,0,0,0,0,100.00,0.00,0.00,2025-04-01,2025-06-24
N," Bifall,  Bifall",Acklamation,2004-01-01 00:00:00+00,2004,1,1,1,0,0,0,0,100.00,0.00,0.00,2004-03-09,2004-03-09
FI, Bifall,Röstning,2003-01-01 00:00:00+00,2003,1,3,3,0,0,0,0,100.00,0.00,0.00,2003-03-12,2003-03-18
U, Bifall,Acklamation,2008-10-01 00:00:00+00,2008,4,3,3,0,0,0,0,100.00,0.00,0.00,2008-10-23,2008-12-18
FI," Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2002-10-01 00:00:00+00,2002,4,1,1,0,0,0,0,100.00,0.00,0.00,2002-10-22,2002-10-22
N, Bifall,Röstning,2014-01-01 00:00:00+00,2014,1,3,3,0,0,0,0,100.00,0.00,0.00,2014-02-17,2014-03-18
Utrikesdepartementet,Bifall,"",2017-04-01 00:00:00+00,2017,2,4,4,0,0,0,0,100.00,0.00,0.00,2017-04-04,2017-06-28
UD, Bifall,Acklamation,2002-10-01 00:00:00+00,2002,4,1,1,0,0,0,0,100.00,0.00,0.00,2002-12-04,2002-12-04
Miljö- och energidepartementet,Bifall,"",2016-07-01 00:00:00+00,2016,3,2,2,0,0,0,0,100.00,0.00,0.00,2016-09-22,2016-09-27
M  t.o.m. 1 jan-07," Bifall,  Delvis bifall,  Delvis bifall",Acklamation,2006-01-01 00:00:00+00,2006,1,1,1,0,0,0,0,100.00,0.00,0.00,2006-03-21,2006-03-21
Utrikesdepartementet,bifall,"",2001-01-01 00:00:00+00,2001,1,1,0,0,0,1,0,0.00,0.00,100.00,2001-01-01,2001-01-01
Ku," Avslag,  Bifall,  Delvis bifall",Acklamation,2012-04-01 00:00:00+00,2012,2,1,0,1,0,0,0,0.00,100.00,0.00,2012-06-20,2012-06-20
S," Bifall,  Bifall",Acklamation,2008-01-01 00:00:00+00,2008,1,1,1,0,0,0,0,100.00,0.00,0.00,2008-03-25,2008-03-25
Försvarsdepartementet,Bifall,"",2018-01-01 00:00:00+00,2018,1,1,1,0,0,0,0,100.00,0.00,0.00,2018-02-21,2018-02-21
S, Bifall,Röstning,2009-01-01 00:00:00+00,2009,1,1,1,0,0,0,0,100.00,0.00,0.00,2009-03-03,2009-03-03
Ju, Bifall,Acklamation,2011-01-01 00:00:00+00,2011,1,5,5,0,0,0,0,100.00,0.00,0.00,2011-02-10,2011-03-22
U, Delvis bifall,Acklamation,2010-01-01 00:00:00+00,2010,1,1,1,0,0,0,0,100.00,0.00,0.00,2010-03-23,2010-03-23
Utrikesdepartementet,Bifall,"",2016-10-01 00:00:00+00,2016,4,1,1,0,0,0,0,100.00,0.00,0.00,2016-10-27,2016-10-27
JO, Bifall,Acklamation,2008-07-01 00:00:00+00,2008,3,2,2,0,0,0,0,100.00,0.00,0.00,2008-09-25,2008-09-25
Arbetsmarknadsdepartementet,Bifall,"",2016-01-01 00:00:00+00,2016,1,1,1,0,0,0,0,100.00,0.00,0.00,2016-03-15,2016-03-15
FI,Bifall,"",2002-01-01 00:00:00+00,2002,1,2,0,0,0,2,0,0.00,0.00,100.00,2002-03-21,2002-03-21
JU, Bifall,Acklamation,2009-10-01 00:00:00+00,2009,4,4,4,0,0,0,0,100.00,0.00,0.00,2009-11-10,2009-12-21
L, Avslag,Acklamation,2013-01-01 00:00:00+00,2013,1,1,0,1,0,0,0,0.00,100.00,0.00,2013-01-03,2013-01-03
FI, Bifall,Röstning,2006-10-01 00:00:00+00,2006,4,1,1,0,0,0,0,100.00,0.00,0.00,2006-11-14,2006-11-14
Justitiedepartementet,Bifall,"",2015-07-01 00:00:00+00,2015,3,5,5,0,0,0,0,100.00,0.00,0.00,2015-09-08,2015-09-30
Fö, Bifall,Acklamation,2012-01-01 00:00:00+00,2012,1,1,1,0,0,0,0,100.00,0.00,0.00,2012-03-21,2012-03-21
Ju," Bifall,  Bifall",Röstning,2010-10-01 00:00:00+00,2010,4,1,1,0,0,0,0,100.00,0.00,0.00,2010-12-16,2010-12-16
M, Bifall,Acklamation,2007-01-01 00:00:00+00,2007,1,3,3,0,0,0,0,100.00,0.00,0.00,2007-01-22,2007-03-27
UD," Bifall,  Bifall,  Bifall",Acklamation,2005-04-01 00:00:00+00,2005,2,1,1,0,0,0,0,100.00,0.00,0.00,2005-05-31,2005-05-31
JO, Bifall,Acklamation,2010-04-01 00:00:00+00,2010,2,1,1,0,0,0,0,100.00,0.00,0.00,2010-05-27,2010-05-27
UD, Bifall,Acklamation,2003-10-01 00:00:00+00,2003,4,2,2,0,0,0,0,100.00,0.00,0.00,2003-10-30,2003-12-17
FI, Bifall,Acklamation,2004-04-01 00:00:00+00,2004,2,7,7,0,0,0,0,100.00,0.00,0.00,2004-04-15,2004-06-22
U, Delvis bifall,Acklamation,2011-10-01 00:00:00+00,2011,4,1,1,0,0,0,0,100.00,0.00,0.00,2011-12-06,2011-12-06
Justitiedepartementet,Bifall,"",2002-04-01 00:00:00+00,2002,2,2,2,0,0,0,0,100.00,0.00,0.00,2002-05-23,2002-06-19
JO, Delvis bifall,Acklamation,2009-01-01 00:00:00+00,2009,1,1,1,0,0,0,0,100.00,0.00,0.00,2009-01-12,2009-01-12
JU, Bifall,Röstning,2010-01-01 00:00:00+00,2010,1,4,4,0,0,0,0,100.00,0.00,0.00,2010-03-15,2010-03-23
Utrikesdepartementet,Bifall,"",2001-10-01 00:00:00+00,2001,4,2,0,0,0,2,0,0.00,0.00,100.00,2001-10-04,2001-10-18
Justitiedepartementet,Bifall,"",2015-01-01 00:00:00+00,2015,1,11,11,0,0,0,0,100.00,0.00,0.00,2015-02-04,2015-03-17
M, Bifall,Röstning,2008-04-01 00:00:00+00,2008,2,1,1,0,0,0,0,100.00,0.00,0.00,2008-04-07,2008-04-07
Arbetsmarknadsdepartementet,Bifall,"",2024-07-01 00:00:00+00,2024,3,1,1,0,0,0,0,100.00,0.00,0.00,2024-09-17,2024-09-17
S, Bifall,Acklamation,2004-10-01 00:00:00+00,2004,4,2,2,0,0,0,0,100.00,0.00,0.00,2004-10-19,2004-11-02
