embedded_id_party,embedded_id_id,embedded_id_issue,embedded_id_hangar_id,committee_report,rm,title,sub_title,end_number,org,created_date,public_date,ballot_id,decision_type,against_proposal_parties,against_proposal_number,winner,embedded_id_concern,ballot_type,label,vote_date,avg_born_year,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,approved,no_winner,percentage_yes,percentage_no,percentage_absent,percentage_abstain,percentage_male,party_avg_born_year,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,party_approved,party_no_winner,party_percentage_yes,party_percentage_no,party_percentage_absent,party_percentage_abstain,party_percentage_male
S,GZ01NU5,3,2720022,NU5,2011/12,Statliga företag,Allmänt om ägarstyrning av statliga företag,0,NU,2011-11-17,2011-11-17,A6FA6E92-C692-4B3B-BD8C-D9C7A66366F3,röstning,"""S"",""SD"",""V""",5,utskottet,MOTIVFRÅGAN,HUVUD,NU5,2011-11-17,1963,349,143,22,127,57,t,f,40.97,6.30,16.33,36.39,54.73,1962,112,0,0,90,22,f,t,0.00,0.00,19.64,80.36,51.79
SD,H001UU2,10,2794505,UU2,2012/13,Utgiftsområde 7 Internationellt bistånd,Beställningsbemyndigande för anslag 2:1,0,UU,2012-11-28,2012-11-28,EE532436-E156-4C8D-B252-DED4F7D34C02,röstning,"""SD""",11,utskottet,SAKFRÅGAN,HUVUD,UU2,2012-11-28,1963,349,279,18,0,52,t,f,79.94,5.16,14.90,0.00,57.02,1969,20,0,18,0,2,f,f,0.00,90.00,10.00,0.00,85.00
SD,GZ01JuU22,10,2768204,JuU22,2011/12,Vissa åtgärder mot illegala vapen,Vapenamnesti,0,JUU,2012-05-10,2012-05-10,C9DAC5C9-77EE-474D-8565-198E18538AB8,röstning,"""S"",""MP"",""V""",11,utskottet,SAKFRÅGAN,HUVUD,JuU22,2012-05-10,1963,349,175,138,0,36,t,f,50.14,39.54,10.32,0.00,57.02,1969,19,19,0,0,0,t,f,100.00,0.00,0.00,0.00,84.21
V,GW01FiU33,8,2222280,FiU33,2008/09,Bank- och försäkringsfrågor,Statliga sociala lån och saneringslån,0,FIU,2009-02-19,2009-02-19,F1EACB61-6FED-4C5E-811F-C85925B361C5,röstning,"""v""",4,utskottet,SAKFRÅGAN,HUVUD,FiU33,2009-02-19,1959,349,242,17,0,90,t,f,69.34,4.87,25.79,0.00,52.72,1958,22,0,17,0,5,f,f,0.00,77.27,22.73,0.00,36.36
-,GZ01FiU28,2,2753338,FiU28,2011/12,Utvecklingen inom den kommunala sektorn 2011,Vinstutdelning i offentligt finansierad välfärdsverksamhet,0,FIU,2012-06-12,2012-06-13,C4EF7310-4D4B-4C6B-96CF-A1F12780364C,röstning,"""V""",2,utskottet,MOTIVFRÅGAN,HUVUD,FiU28,2012-06-12,1963,349,302,19,0,28,t,f,86.53,5.44,8.02,0.00,57.02,1988,1,0,0,0,1,f,t,0.00,0.00,100.00,0.00,100.00
S,GQ01SFU7,11,2296211,SFU7,2002/03,Integrationspolitik,Bosättningskrav för erhållande av svenskt medborgarskap,0,SFU,2003-03-11,2006-03-15,9E969844-5881-11D7-AF0E-0004755047F4,röstning,"""mp""",13,utskottet,SAKFRÅGAN,HUVUD,SFU7,2003-03-11,1954,349,287,14,1,47,t,f,82.23,4.01,13.47,0.29,53.87,1954,144,130,0,0,14,t,f,90.28,0.00,9.72,0.00,52.78
-,GZ01SfU11,4,2768358,SfU11,2011/12,Arbetskraftsinvandring,Sanktioner mot arbetsgivare m.m.,0,SFU,2012-05-21,2012-05-21,98CAFD71-45C8-4FD7-BC23-BD20A9F62C55,röstning,"""SD""",7,utskottet,SAKFRÅGAN,HUVUD,SfU11,2012-05-21,1963,349,177,97,34,41,t,f,50.72,27.79,11.75,9.74,57.02,1988,1,0,0,0,1,f,t,0.00,0.00,100.00,0.00,100.00
MP,GS01KU10,2,2287150,KU10,2004/05,Granskning av statsrådens tjänsteutövning och regeringsärendenas handläggning,Senareläggning av avgiften till Europeiska utvecklingsfonden (avsnitt 2.3),0,KU,2004-11-25,2006-03-15,01ED6844-8344-4018-99EB-8EF878221BF8,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,KU10,2004-11-25,1954,349,151,120,0,78,t,f,43.27,34.38,22.35,0.00,53.87,1957,17,14,0,0,3,t,f,82.35,0.00,17.65,0.00,47.06
MP,H101SfU1,19,2876290,SfU1,2013/14,"Utgiftsområdena 10, 11 och 12 inom socialförsäkringsområdet",Finansiell samordning m.m.,0,SFU,2013-12-02,2013-12-02,396FC88C-862E-4533-95E6-FAC501B1C55B,röstning,"""S""",23,utskottet,SAKFRÅGAN,HUVUD,SfU1,2013-12-10,1963,349,217,100,0,32,t,f,62.18,28.65,9.17,0.00,55.87,1964,25,23,0,0,2,t,f,92.00,0.00,8.00,0.00,52.00
KD,GU01AU5,3,2285576,AU5,2006/07,Utgiftsområdena 13 Arbetsmarknad och 14 Arbetsliv (förnyad behandling),Ett reformerat arbetsmarknadsverk,0,AU,2006-12-21,2006-12-21,A878752F-349B-4141-93C1-7D479EEAA67D,röstning,"""s""",5,utskottet,SAKFRÅGAN,HUVUD,AU5,2006-12-21,1958,349,179,119,13,38,t,f,51.29,34.10,10.89,3.72,52.72,1952,24,19,0,0,5,t,f,79.17,0.00,20.83,0.00,54.17
C,GT01JuU18,27,2226280,JuU18,2005/06,Våldsbrott och brottsoffer,Funktionshindrade kvinnor och flickor,0,JUU,2006-03-21,2006-03-22,DCE91F92-9AD6-458B-9670-607CC347EA57,röstning,"""m"",""v""",27,utskottet,SAKFRÅGAN,HUVUD,JuU18,2006-03-21,1954,349,204,66,1,78,t,f,58.45,18.91,22.35,0.29,54.44,1954,22,16,0,0,6,t,f,72.73,0.00,27.27,0.00,54.55
S,H101FiU34,2,2900316,FiU34,2013/14,Utvecklingen inom den kommunala sektorn 2013,Det ekonomiska läget i den kommunala sektorn,0,FIU,2014-06-04,2014-06-09,086C582D-B554-4053-BB98-B1B7BAAAF807,röstning,"""S""",1,utskottet,SAKFRÅGAN,HUVUD,FiU34,2014-06-11,1963,349,190,102,15,42,t,f,54.44,29.23,12.03,4.30,56.45,1963,112,0,102,0,10,f,f,0.00,91.07,8.93,0.00,51.79
MP,H001JuU22,7,2832823,JuU22,2012/13,En ny kameraövervakningslag,Kameraövervakning i allmänna transportmedel och parkeringshus,0,JUU,2013-05-17,2013-05-17,A54CE63D-673E-4204-8099-1D520E0D6DC2,röstning,"""MP"",""V""",7,utskottet,SAKFRÅGAN,HUVUD,JuU22,2013-05-17,1963,349,272,37,0,40,t,f,77.94,10.60,11.46,0.00,56.16,1964,25,0,20,0,5,f,f,0.00,80.00,20.00,0.00,52.00
C,GW01SfU1,30,2222141,SfU1,2008/09,"Utgiftsområdena 10, 11 och 12 inom socialförsäkringsområdet",Medborgarinsyn,0,SFU,2008-12-10,2008-12-10,AC80EC32-1754-41CB-969D-6E242F68F49F,röstning,"""s""",29,utskottet,SAKFRÅGAN,HUVUD,SfU1,2008-12-10,1958,349,159,130,19,41,t,f,45.56,37.25,11.75,5.44,53.30,1956,29,26,0,0,3,t,f,89.66,0.00,10.34,0.00,58.62
M,GQ01UMJU1,17,2289341,UMJU1,2002/03,Johannesburg  -  FN:s  världstoppmöte  om  hållbarutveckling,Kunskap och information om hållbar utveckoing,0,UMJU,2003-04-29,2006-03-15,818980C4-7987-11D7-AF13-000475505303,röstning,"""mp""",32,utskottet,SAKFRÅGAN,HUVUD,UMJU1,2003-04-29,1954,349,215,15,77,42,t,f,61.60,4.30,12.03,22.06,55.30,1954,55,0,0,47,8,f,t,0.00,0.00,14.55,85.45,60.00
SD,GZ01SfU1,8,2728459,SfU1,2011/12,"Utgiftsområdena 10, 11 och 12 inom socialförsäkringsområdet",Kriterier för prövning av arbetsförmåga,0,SFU,2011-12-05,2011-12-05,BF90855C-834D-4787-A558-B4A5E7C0AD50,röstning,"""M"",""FP"",""C"",""KD""",6,utskottet,SAKFRÅGAN,HUVUD,SfU1,2011-12-05,1963,349,159,156,0,34,t,f,45.56,44.70,9.74,0.00,55.59,1969,19,19,0,0,0,t,f,100.00,0.00,0.00,0.00,84.21
KD,GQ01SFU2,9,2227252,SFU2,2002/03,Anslag   inom   utgiftsområde   8  Invandrare  ochflyktingar,Boende- och dagersättning samt organiserad verksamhet,0,SFU,2002-11-26,2006-03-15,D32A75BB-02AE-11D7-AEA0-000475504757,röstning,"""v"",""mp""",7,utskottet,SAKFRÅGAN,HUVUD,SFU2,2002-11-26,1954,349,282,39,0,28,t,f,80.80,11.17,8.02,0.00,54.73,1951,33,31,0,0,2,t,f,93.94,0.00,6.06,0.00,69.70
S,GT01TU4,13,2222992,TU4,2005/06,Från IT-politik för samhället till politik för IT-samhället,Bredbandsutbyggnad m.m.,0,TU,2005-12-01,2005-12-14,566172AD-021A-44D2-9725-A6D1234BA51F,röstning,"""m"",""c"",""fp"",""kd""",12,utskottet,SAKFRÅGAN,HUVUD,TU4,2005-12-01,1954,349,148,117,0,84,t,f,42.41,33.52,24.07,0.00,53.58,1954,144,113,1,0,30,t,f,78.47,0.69,20.83,0.00,51.39
SD,H101SoU19,2,2902655,SoU19,2013/14,Mer inflytande för den enskilde i valet av hjälpmedel,Fritidshjälpmedel,0,SOU,2014-04-15,2014-04-15,27F80444-E909-412A-967A-9FEF3B3D14AD,röstning,"""SD""",2,utskottet,SAKFRÅGAN,HUVUD,SoU19,2014-04-29,1963,349,293,18,0,38,t,f,83.95,5.16,10.89,0.00,56.73,1968,20,0,18,0,2,f,f,0.00,90.00,10.00,0.00,80.00
M,GS01NU11,2,2290770,NU11,2004/05,Vissa handelspolitiska frågor inom WTO och EU,WTO-frågor,0,NU,2005-04-05,2006-03-15,8D398230-892B-4A8C-ACA9-0C15814B5D50,röstning,"""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,NU11,2005-04-05,1954,349,267,38,1,43,t,f,76.50,10.89,12.32,0.29,54.44,1954,55,48,0,0,7,t,f,87.27,0.00,12.73,0.00,58.18
C,GV01NU10,1,2289442,NU10,2007/08,Vissa energipolitiska frågor,Biobränsle och alternativa drivmedel,0,NU,2008-03-25,2008-03-25,986F0A03-6630-4CAC-B296-251F326D277D,röstning,"""v""",1,utskottet,SAKFRÅGAN,HUVUD,NU10,2008-03-25,1958,349,233,20,41,55,t,f,66.76,5.73,15.76,11.75,53.30,1955,29,26,0,0,3,t,f,89.66,0.00,10.34,0.00,58.62
S,GQ01AU8,5,2228318,AU8,2002/03,Arbetsmarknadspolitik,Översyn av arbetslöshetsförsäkringen,0,AU,2003-05-13,2006-03-15,CDC70085-8D1E-11D7-AE8E-0004755046D0,röstning,"""m"",""c"",""fp"",""kd""",9,utskottet,SAKFRÅGAN,HUVUD,AU8,2003-05-13,1954,349,161,127,0,61,t,f,46.13,36.39,17.48,0.00,55.30,1954,144,123,0,0,21,t,f,85.42,0.00,14.58,0.00,53.47
V,H101FöU6,6,2894725,FöU6,2013/14,"Strålskydd, kärnteknisk säkerhet och explosivämnen m.m.",Kärnavfallsavgiften,0,FÖU,2014-01-21,2014-01-21,0FB60CF3-E44D-4908-8AEC-1D4AE1CEC4C7,röstning,"""MP""",3,utskottet,SAKFRÅGAN,HUVUD,FöU6,2014-01-29,1963,349,269,22,15,43,t,f,77.08,6.30,12.32,4.30,56.73,1961,19,0,0,15,4,f,t,0.00,0.00,21.05,78.95,47.37
V,GS01SFU10,37,2222740,SFU10,2004/05,Migration och asylpolitik,Apatiska barn,0,SFU,2005-03-17,2006-03-15,254236D4-9C9A-462D-850F-9BE97D7E5889,röstning,"""c"",""fp"",""kd"",""v"",""mp""",54,utskottet,SAKFRÅGAN,HUVUD,SFU10,2005-03-17,1954,349,171,124,1,53,t,f,49.00,35.53,15.19,0.29,54.15,1953,29,0,25,0,4,f,f,0.00,86.21,13.79,0.00,51.72
C,GV01AU2,1,2284387,AU2,2007/08,En jobbgaranti för ungdomar,Avslag på proposition 2006/07:118,0,AU,2007-10-25,2007-10-25,DC120357-B766-4E85-B4E5-EE984AD3CF2F,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,AU2,2007-10-25,1958,349,141,130,0,78,t,f,40.40,37.25,22.35,0.00,52.72,1957,29,21,0,0,8,t,f,72.41,0.00,27.59,0.00,62.07
M,GW01SoU8,3,2222005,SoU8,2008/09,Äldrefrågor,HBT-frågor och äldreomsorgen,0,SOU,2009-03-02,2009-03-02,90C5E8B4-47BB-4403-A62A-F6AC6FBC3F9D,röstning,"""s"",""v"",""mp""",3,utskottet,SAKFRÅGAN,HUVUD,SoU8,2009-03-02,1959,349,157,153,0,39,t,f,44.99,43.84,11.17,0.00,51.86,1959,97,88,0,0,9,t,f,90.72,0.00,9.28,0.00,56.70
M,H101FiU27,2,2897798,FiU27,2013/14,Offentlig upphandling,Djurskydd,0,FIU,2014-01-31,2014-01-31,15110E9E-1DE8-4FCF-B2F4-56239539079E,röstning,"""SD""",5,utskottet,SAKFRÅGAN,HUVUD,FiU27,2014-02-20,1963,349,244,19,35,51,t,f,69.91,5.44,14.61,10.03,56.73,1964,107,97,0,0,10,t,f,90.65,0.00,9.35,0.00,57.94
KD,GS01KRU5,20,2285688,KRU5,2004/05,Idrottsfrågor,"OS, Paralympics och Dövas världsspel",0,KRU,2005-03-08,2006-03-15,B1772EEC-91DB-4122-9A58-1E3D9A59D558,röstning,"""m"",""c"",""fp"",""kd""",10,utskottet,SAKFRÅGAN,HUVUD,KRU5,2005-03-08,1954,349,144,114,0,91,t,f,41.26,32.66,26.07,0.00,54.15,1951,33,0,22,0,11,f,f,0.00,66.67,33.33,0.00,69.70
MP,GS01KRU9,4,2289068,KRU9,2004/05,Arkivfrågor,Handikappades tillgång till arkiven,0,KRU,2005-04-26,2006-03-15,E65B8BE7-BE30-442F-A05D-F6E4B4BC1E26,röstning,"""m"",""c"",""fp"",""kd""",2,utskottet,SAKFRÅGAN,HUVUD,KRU9,2005-04-26,1954,349,162,126,0,61,t,f,46.42,36.10,17.48,0.00,54.73,1958,17,14,0,0,3,t,f,82.35,0.00,17.65,0.00,52.94
-,GS01MJU7,7,2227829,MJU7,2004/05,Jakt och viltvård,Ersättning för rovdjursangrepp m.m.,0,MJU,2005-02-15,2006-03-15,19734F16-60FB-4953-946D-E7BFE8724C21,röstning,"""fp""",6,utskottet,SAKFRÅGAN,HUVUD,MJU7,2005-02-15,1954,349,163,40,90,56,t,f,46.70,11.46,16.05,25.79,54.15,1948,1,1,0,0,0,t,f,100.00,0.00,0.00,0.00,0.00
L,H001JuU16,2,2821836,JuU16,2012/13,"Hemlig teleavlyssning, hemlig teleövervakning och hemlig kameraövervakning vid förundersökning i brottmål under år 2011",Utvärdering av hemliga tvångsmedel,0,JUU,2013-02-14,2013-02-15,EFDF9543-2F90-44B7-8A63-2F1A568A1264,röstning,"""MP"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,JuU16,2013-02-14,1963,349,258,37,0,54,t,f,73.93,10.60,15.47,0.00,56.73,1960,24,18,0,0,6,t,f,75.00,0.00,25.00,0.00,54.17
M,H101SkU20,4,2898509,SkU20,2013/14,Skatteförfarande och folkbokföring,Månadsuppgift,0,SKU,2014-02-24,2014-02-24,7C1AEB9D-9E87-458D-89E5-6EEAE2280FC9,röstning,"""S"",""SD"",""V""",4,utskottet,SAKFRÅGAN,HUVUD,SkU20,2014-03-06,1963,349,170,124,0,55,t,f,48.71,35.53,15.76,0.00,57.02,1964,107,95,0,0,12,t,f,88.79,0.00,11.21,0.00,59.81
MP,GX01UbU16,4,2303846,UbU16,2009/10,Ny lärarutbildning,Fritidspedagoger,0,UBU,2010-04-19,2010-04-19,DDC8B270-CA21-49DF-9381-385E9E55E65C,röstning,"""s"",""v"",""mp""",3,utskottet,SAKFRÅGAN,HUVUD,UbU16,2010-04-19,1959,349,149,142,0,58,t,f,42.69,40.69,16.62,0.00,53.01,1964,19,0,15,0,4,f,f,0.00,78.95,21.05,0.00,57.89
V,H001JuU2,4,2793095,JuU2,2012/13, Att hantera brottmål effektivt – en utmaning för regeringen och rättsväsendet,Polisutbildningen,0,JUU,2012-10-25,2012-10-25,9BE4B252-C073-4014-9B3C-C9561F391442,röstning,"""S"",""MP"",""V""",3,utskottet,SAKFRÅGAN,HUVUD,JuU2,2012-10-25,1963,349,165,123,0,61,t,f,47.28,35.24,17.48,0.00,56.16,1960,19,0,16,0,3,f,f,0.00,84.21,15.79,0.00,42.11
M,GX01UU10,12,2298232,UU10,2009/10,"Verksamheten i Europeiska unionen under 2009, inklusive det svenska ordförandeskapet ",Sysselsättning och fackliga rättigheter,0,UU,2010-05-25,2010-05-25,985D11F9-721F-427A-86B1-DEB40FA89986,röstning,"""s"",""v"",""mp""",15,utskottet,SAKFRÅGAN,HUVUD,UU10,2010-05-25,1959,349,153,145,0,51,t,f,43.84,41.55,14.61,0.00,53.01,1960,96,81,0,0,15,t,f,84.38,0.00,15.63,0.00,57.29
C,GV01SkU15,1,2246029,SkU15,2007/08,Slopad förmögenhetsskatt och begränsad avdragsrätt för privat pensionssparande,Slopad förmögenhetsskatt och begränsad avdragsrätt för privat pensionssparande,0,SKU,2007-12-10,2007-12-10,7948E1E6-802E-4845-BD05-A15A0C82C13C,röstning,"""s""",1,utskottet,SAKFRÅGAN,HUVUD,SkU15,2007-12-10,1958,349,142,101,33,73,t,f,40.69,28.94,20.92,9.46,53.01,1957,29,21,0,0,8,t,f,72.41,0.00,27.59,0.00,62.07
C,GZ01CU12,2,2752469,CU12,2011/12,Barns möjlighet att få vård ,Juridiskt biträde för barn i vårdnadsmål,0,CU,2012-03-06,2012-03-06,354BC17F-F875-45BB-AD04-0CF68F108429,röstning,"""S"",""MP""",2,utskottet,SAKFRÅGAN,HUVUD,CU12,2012-03-06,1963,349,169,136,0,44,t,f,48.42,38.97,12.61,0.00,55.59,1964,23,18,0,0,5,t,f,78.26,0.00,21.74,0.00,65.22
MP,H001SkU17,13,2824860,SkU17,2012/13,"Beskattning av företag, kapital och fastighet",Boendebeskattning,0,SKU,2013-03-12,2013-03-12,298999AF-AE34-4F26-94B8-42DB4FE529C5,röstning,"""S"",""MP"",""V""",8,utskottet,SAKFRÅGAN,HUVUD,SkU17,2013-03-12,1963,349,145,125,18,61,t,f,41.55,35.82,17.48,5.16,56.73,1964,25,0,24,0,1,f,f,0.00,96.00,4.00,0.00,56.00
L,H001FiU26,1,2820696,FiU26,2012/13,Kommunala frågor,Vinstutdelning i offentligt finansierade välfärdsverksamheter,0,FIU,2013-03-15,2013-03-18,6DDF5A2F-944B-402F-9CFC-DB9F67C16F4E,röstning,"""V""",1,utskottet,SAKFRÅGAN,HUVUD,FiU26,2013-03-15,1963,349,299,19,2,29,t,f,85.67,5.44,8.31,0.57,56.16,1960,24,22,0,0,2,t,f,91.67,0.00,8.33,0.00,54.17
L,GW01SkU25,10,2222166,SkU25,2008/09,Allmänna motioner om inkomstskatter,Kostnadsersättningar från kommun,0,SKU,2009-03-10,2009-03-10,3A1457A7-B652-4C54-A762-AFCF9020FE16,röstning,"""s"",""v"",""mp""",8,utskottet,SAKFRÅGAN,HUVUD,SkU25,2009-03-10,1959,349,142,137,0,70,t,f,40.69,39.26,20.06,0.00,51.86,1960,28,19,0,0,9,t,f,67.86,0.00,32.14,0.00,39.29
S,GQ01NU6,1,2224614,NU6,2002/03,"Lag om elcertifikat, m.m.",Avslag på regeringens förslag om införande av ett elcertifikatssystem,0,NU,2003-03-20,2006-03-15,F9D5A1DF-5EA1-11D7-AE60-00010313F932,röstning,"""m"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,NU6,2003-03-20,1954,349,164,106,14,65,t,f,46.99,30.37,18.62,4.01,54.15,1954,144,120,0,0,24,t,f,83.33,0.00,16.67,0.00,52.78
S,H001CU1,13,2803768,CU1,2012/13,"Utgiftsområde 18 Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",Allmännyttiga kommunala bostadsaktiebolag,0,CU,2012-11-20,2012-11-20,F5A48A9C-41EC-4621-9A5F-ABD1B70C1864,röstning,"""V""",21,utskottet,SAKFRÅGAN,HUVUD,CU1,2012-11-20,1963,349,296,19,0,34,t,f,84.81,5.44,9.74,0.00,57.02,1962,112,98,2,0,12,t,f,87.50,1.79,10.71,0.00,50.89
M,GV01FöU12,4,2224929,FöU12,2007/08,Stärkt krisberedskap,Räddningsskolorna,0,FÖU,2008-05-06,2008-05-06,8CAE5A82-673D-44AA-A086-2137FAB09C93,röstning,"""s"",""v"",""mp""",3,utskottet,SAKFRÅGAN,HUVUD,FöU12,2008-05-06,1958,349,153,145,0,51,t,f,43.84,41.55,14.61,0.00,53.30,1959,97,89,0,0,8,t,f,91.75,0.00,8.25,0.00,57.73
S,GZ01KU1,10,2720016,KU1,2011/12,Utgiftsområde 1 Rikets styrelse,Offentlig redovisning av bidrag till politiska partier,0,KU,2011-11-24,2011-11-24,6FF13D14-943F-404B-B01C-09C58AF93594,röstning,"""MP"",""V""",3,utskottet,SAKFRÅGAN,HUVUD,KU1,2011-11-24,1963,349,254,36,0,59,t,f,72.78,10.32,16.91,0.00,55.01,1962,112,92,1,0,19,t,f,82.14,0.89,16.96,0.00,51.79
KD,GT01UU9,4,2222330,UU9,2005/06,Internationell terrorism,Förebyggande arbete mot terrorismen,0,UU,2006-03-14,2006-03-16,E365E89B-53F3-4CFE-8394-DDF317AEA4D6,röstning,"""fp""",3,utskottet,SAKFRÅGAN,HUVUD,UU9,2006-03-14,1954,349,254,40,0,55,t,f,72.78,11.46,15.76,0.00,54.44,1951,33,27,0,0,6,t,f,81.82,0.00,18.18,0.00,69.70
C,GV01SkU1,2,2286534,SkU1,2007/08,"Anslagen till Skatteverket, Kronofogdemyndigheten och Tullverket",Skatteverkets resurser och verksamhet,0,SKU,2007-11-15,2007-11-15,D28793B4-E440-4813-AD6A-EEC7BFE0E619,röstning,"""s"",""v""",1,utskottet,SAKFRÅGAN,HUVUD,SkU1,2007-11-15,1958,349,157,116,1,75,t,f,44.99,33.24,21.49,0.29,52.72,1957,29,22,0,0,7,t,f,75.86,0.00,24.14,0.00,62.07
S,GZ01AU11,1,2770114,AU11,2011/12,Diskriminering som har samband med kön i fråga om försäkringstjänster m.m.,Diskriminering som har samband med kön i fråga om försäkringstjänster,0,AU,2012-06-05,2012-06-05,40E5A4DC-03C9-40FF-A982-7B06C6A40D11,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,AU11,2012-06-05,1963,349,280,19,0,50,t,f,80.23,5.44,14.33,0.00,57.02,1962,112,92,0,0,20,t,f,82.14,0.00,17.86,0.00,51.79
MP,GW01FöU7,6,2222264,FöU7,2008/09,Kärnteknisk säkerhet och strålskydd,Forskning om hälsoeffekter av icke-joniserande strålning,0,FÖU,2009-03-02,2009-03-02,7ED59568-A2E7-4191-8F60-D6EFF2BD1854,röstning,"""v"",""mp""",3,utskottet,SAKFRÅGAN,HUVUD,FöU7,2009-03-02,1959,349,156,30,83,80,t,f,44.70,8.60,22.92,23.78,51.86,1964,19,0,13,0,6,f,f,0.00,68.42,31.58,0.00,57.89
M,GT01SoU2,16,2298516,SoU2,2005/06,Handel med läkemedel samt andra läkemedelsfrågor,Läkemedels miljöpåverkan,0,SOU,2005-10-18,2005-11-10,B6994039-BE15-472E-8D25-4F243B6960D5,röstning,"""mp""",15,utskottet,SAKFRÅGAN,HUVUD,SoU2,2005-10-18,1954,349,127,15,148,59,t,f,36.39,4.30,16.91,42.41,54.73,1954,55,0,0,43,12,f,t,0.00,0.00,21.82,78.18,58.18
MP,GX01MJU5,1,2224459,MJU5,2009/10,Övergripande miljöfrågor,Miljöpolitikens mål,0,MJU,2009-10-05,2009-10-05,CCED0646-2577-4181-8CDC-BC22CF6409EE,röstning,"""mp""",1,utskottet,SAKFRÅGAN,HUVUD,MJU5,2009-10-05,1958,349,268,14,15,52,t,f,76.79,4.01,14.90,4.30,54.15,1964,19,0,14,0,5,f,f,0.00,73.68,26.32,0.00,57.89
C,H801MJU6,2,5073247,MJU6,2020/21,En anpassning av bestämmelser om kontroll i livsmedelskedjan till EU:s nya kontrollförordning,En kompetent och likvärdig offentlig kontroll,0,MJU,2021-02-11,2020-11-02,EA301B90-9CEF-44A1-A6A0-F20186EB8703,röstning,"M, KD",1,utskottet,SAKFRÅGAN,HUVUD,MJU6,2021-02-25,1973,349,32,14,10,293,t,f,9.17,4.01,83.95,2.87,52.44,1973,31,5,0,0,26,t,f,16.13,0.00,83.87,0.00,58.06
M,GQ01SKU12,1,2283930,SKU12,2002/03,"Allmänna motioner om taxering, skattebetalning ochfolkbokföring",Enklare redovisning och deklaration för företagen,0,SKU,2003-03-04,2006-03-15,FF506D30-47EB-11D7-AED1-000475503825,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,SKU12,2003-03-04,1954,349,163,130,0,56,t,f,46.70,37.25,16.05,0.00,53.87,1954,55,0,45,0,10,f,f,0.00,81.82,18.18,0.00,60.00
M,GT01UbU4,53,2228692,UbU4,2005/06,"Trygghet, respekt och ansvar - om förbud mot diskriminering och annan kränkande behandling av barn och elever",Utvärdering av arbetsmetoder mot mobbning,0,UBU,2006-01-26,2006-02-01,95D43A8A-8D18-49F9-AFAB-8DACB6373014,röstning,"""v""",52,utskottet,SAKFRÅGAN,HUVUD,UbU4,2006-01-26,1954,349,140,24,124,61,t,f,40.11,6.88,17.48,35.53,53.58,1954,55,2,0,40,13,t,f,3.64,0.00,23.64,72.73,58.18
KD,H101JuU10,1,2862432,JuU10,2013/14,"Straffansvar för folkmord, brott mot mänskligheten och krigsförbrytelser",Avslag på propositionen,0,JUU,2014-05-13,2014-05-13,E2335E58-26FA-41A3-9496-6FF93B5D702F,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,JuU10,2014-05-27,1963,349,296,16,0,37,t,f,84.81,4.58,10.60,0.00,56.45,1961,19,19,0,0,0,t,f,100.00,0.00,0.00,0.00,57.89
MP,GT01NU6,3,2223880,NU6,2005/06,Leveranssäkra elnät,Jämkning av avbrottsersättning,0,NU,2005-11-24,2005-11-30,E1B2D22A-E3C8-45F9-9438-306226D221C6,röstning,"""m"",""fp""",3,utskottet,SAKFRÅGAN,HUVUD,NU6,2005-11-24,1954,349,206,82,0,61,t,f,59.03,23.50,17.48,0.00,53.87,1958,17,15,0,0,2,t,f,88.24,0.00,11.76,0.00,52.94
M,GV01SfU3,1,2285175,SfU3,2007/08,"Vissa sjukförsäkrings- och pensionsfrågor, m.m.",Läkarintyg från första dagen,0,SFU,2007-10-24,2007-10-24,2A65B0A6-93D6-4182-A235-FDB1F6D9F869,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,SfU3,2007-10-24,1958,349,147,138,0,64,t,f,42.12,39.54,18.34,0.00,52.72,1959,97,82,0,0,15,t,f,84.54,0.00,15.46,0.00,57.73
-,GZ01KU13,8,2756124,KU13,2011/12,Tryck- och yttrandefrihetsfrågor,Djurpornografi,0,KU,2012-04-02,2012-04-02,66A55620-5F07-4920-AF72-6BDF82355637,röstning,"""SD""",2,utskottet,SAKFRÅGAN,HUVUD,KU13,2012-04-02,1963,349,290,19,0,40,t,f,83.09,5.44,11.46,0.00,56.45,1988,1,0,0,0,1,f,t,0.00,0.00,100.00,0.00,100.00
